Codi_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_de_any,Nom_mes,Dia_de_mes,Hora_de_dia,Descripcio_causa_vianant,tipus de vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_(X),Coordenada_UTM_(Y),Longitud,Latitud
2017S005876    ,4,Les Corts,19,les Corts,66508,Carles III,0116 0120,Dimecres,Dc,Laboral,2017,7,Juliol,5,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,DERBI,Negre,Desconegut,Desconegut,"427196,74","4582531,25",2.128069,41.389171
2017S005876    ,4,Les Corts,19,les Corts,66508,Carles III,0116 0120,Dimecres,Dc,Laboral,2017,7,Juliol,5,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"427196,74","4582531,25",2.128069,41.389171
2017S005880    ,9,Sant Andreu,63,Navas,121402,Felip II,0135B0135B,Dimecres,Dc,Laboral,2017,7,Juliol,5,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431921,59","4586165,34",2.18417,41.422316
2017S005915    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,ProvenÃ§a,0054 0054,Divendres,Dv,Laboral,2017,7,Juliol,7,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428679,70","4581813,37",2.14589,41.382837
2017S005930    ,1,Ciutat Vella,2,el Barri GÃ_tic,74404,Catalunya / Portal de l'Ã€ngel                     ,0017 0017,Divendres,Dv,Laboral,2017,7,Juliol,7,15,Altres,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430817,80","4582213,63",2.171411,41.386627
2017S005942    ,1,Ciutat Vella,2,el Barri GÃ_tic,34308,Rambla,0078 0080,Divendres,Dv,Laboral,2017,7,Juliol,7,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430992,10","4581597,17",2.173574,41.381094
2017S005958    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0007 0007,Diumenge,Dg,Laboral,2017,7,Juliol,9,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431853,08","4582307,10",2.183791,41.387562
2017S005967    ,6,GrÃ cia,31,la Vila de GrÃ cia,334902,Terol,0032 0032,Diumenge,Dg,Laboral,2017,7,Juliol,9,15,No Ã©s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"429777,29","4584083,19",2.158757,41.403379
2017S005989    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,322608,Selva de Mar,0043 0043,Dilluns,Dl,Laboral,2017,7,Juliol,10,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"434002,41","4584609,93",2.209241,41.408475
2017S005996    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0455 0459,Dilluns,Dl,Laboral,2017,7,Juliol,10,14,No Ã©s causa del  vianant,Bicicleta, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"428859,23","4582978,36",2.147905,41.393346
2017S006012    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,11200,AlmogÃ vers,0032 0038,Dimarts,Dm,Laboral,2017,7,Juliol,11,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431902,61","4582877,89",2.184313,41.3927
2017S006038    ,2,Eixample,5,el Fort Pienc,71600,Casp,0127 0135,Dimarts,Dm,Laboral,2017,7,Juliol,11,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Desconegut,Desconegut,Desconegut,"431605,75","4583359,44",2.180706,41.397016
2017S006054    ,2,Eixample,7,la Dreta de l'Eixample,268003,ProvenÃ§a,0368B0368B,Dimecres,Dc,Laboral,2017,7,Juliol,12,8,Desobeir el senyal del semÃ for,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430575,59","4583674,95",2.16835,41.399765
2017S006078    ,2,Eixample,6,la Sagrada FamÃ_lia,68900,Cartagena,0168 0168,Dimecres,Dc,Laboral,2017,7,Juliol,12,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Desconegut,Desconegut,Desconegut,"431828,55","4584194,71",2.183279,41.404556
2017S006082    ,10,Sant MartÃ_,70,el BesÃ_s i el Maresme,195409,Maresme,0019 0019,Dimecres,Dc,Laboral,2017,7,Juliol,12,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"434566,78","4584994,78",2.215946,41.411989
2017S006084    ,1,Ciutat Vella,3,la Barceloneta,197903,MarÃ_tim de la Barceloneta,0011 0013,Dimecres,Dc,Laboral,2017,7,Juliol,12,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432643,75","4581596,27",2.193318,41.381225
2017S006115    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0285 0285,Dijous,Dj,Laboral,2017,7,Juliol,13,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"431234,33","4583746,91",2.176224,41.40047
2017S006115    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0285 0285,Dijous,Dj,Laboral,2017,7,Juliol,13,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Gris,Desconegut,Desconegut,"431234,33","4583746,91",2.176224,41.40047
2017S006118    ,1,Ciutat Vella,2,el Barri GÃ_tic,18006,Antonio LÃ_pez,0001 0001,Dijous,Dj,Laboral,2017,7,Juliol,13,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Daurat,Desconegut,Desconegut,"431647,70","4581639,55",2.181402,41.381528
2017S006120    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,253902,PerÃº,0273B0273B,Dijous,Dj,Laboral,2017,7,Juliol,13,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"433553,99","4585347,67",2.203788,41.415085
2017S006126    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,115603,Espronceda,0194 0194,Dijous,Dj,Laboral,2017,7,Juliol,13,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433077,40","4584827,03",2.19815,41.410362
2017S006132    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",79306,CircumvalÂ·laciÃ_,0005 0005,Dijous,Dj,Laboral,2017,7,Juliol,13,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432137,60","4582016,02",2.18722,41.384965
2017S006133    ,6,GrÃ cia,31,la Vila de GrÃ cia,206403,Gran de GrÃ cia,0067 0067,Divendres,Dv,Laboral,2017,7,Juliol,14,1,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"429483,21","4583696,30",2.155285,41.399868
2017S006134    ,1,Ciutat Vella,2,el Barri GÃ_tic,82901,Colom / Antonio LÃ_pez                             ,0001 0001,Divendres,Dv,Laboral,2017,7,Juliol,14,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431653,05","4581582,76",2.181481,41.381015
2017S006157    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0240 0252,Divendres,Dv,Laboral,2017,7,Juliol,14,18,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"432435,03","4584177,22",2.190542,41.404454
2017S006160    ,7,Horta-GuinardÃ_,35,el GuinardÃ_,79102,Xiprer,0011 0011,Divendres,Dv,Laboral,2017,7,Juliol,14,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Vermell,Desconegut,Desconegut,"431420,79","4585587,26",2.17824,41.417067
2017S006181    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,AragÃ_,0149 0149,Dissabte,Ds,Laboral,2017,7,Juliol,15,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"429461,94","4582050,42",2.155214,41.385041
2017S006207    ,1,Ciutat Vella,2,el Barri GÃ_tic,269108,Portal de la Pau,0005 0005,Diumenge,Dg,Laboral,2017,7,Juliol,16,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431339,87","4581091,78",2.177781,41.376566
2017S006207    ,1,Ciutat Vella,2,el Barri GÃ_tic,269108,Portal de la Pau,0005 0005,Diumenge,Dg,Laboral,2017,7,Juliol,16,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431339,87","4581091,78",2.177781,41.376566
2017S006214    ,3,Sants-MontjuÃ¯c,18,Sants,296406,Sant Antoni,0037 0037,Dilluns,Dl,Laboral,2017,7,Juliol,17,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Vermell,Desconegut,Desconegut,"427965,73","4581228,54",2.137421,41.377505
2017S006218    ,2,Eixample,6,la Sagrada FamÃ_lia,144601,Diagonal,0296 0296,Dilluns,Dl,Laboral,2017,7,Juliol,17,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431794,27","4583981,38",2.182896,41.402634
2017S006218    ,2,Eixample,6,la Sagrada FamÃ_lia,144601,Diagonal,0296 0296,Dilluns,Dl,Laboral,2017,7,Juliol,17,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Verd,Desconegut,Desconegut,"431794,27","4583981,38",2.182896,41.402634
2017S006223    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,700892,Garcia FÃ ria,0015X0015X,Dilluns,Dl,Laboral,2017,7,Juliol,17,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433982,83","4583678,43",2.209103,41.400088
2017S006228    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Dilluns,Dl,Laboral,2017,7,Juliol,17,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432306,61","4582878,50",2.189144,41.392743
2017S006230    ,10,Sant MartÃ_,68,el Poblenou,30409,Bac de Roda,0099 0099,Dilluns,Dl,Laboral,2017,7,Juliol,17,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,MONTY,Blanc,Desconegut,Desconegut,"433610,05","4584443,15",2.204569,41.406948
2017S006245    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0253 0253,Dilluns,Dl,Laboral,2017,7,Juliol,17,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431560,58","4583851,68",2.180112,41.401443
2017S006257    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0141 0141,Dimarts,Dm,Laboral,2017,7,Juliol,18,10,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Blau,B,3,"429224,95","4582226,73",2.152359,41.386605
2017S006271    ,3,Sants-MontjuÃ¯c,14,la Font de la Guatlla,169409,Corts Catalanes,0218 0218,Dimarts,Dm,Laboral,2017,7,Juliol,18,14,No Ã©s causa del  vianant,Bicicleta,CLA 220 CD,MERCEDES B,Blanc,B,26,"428347,56","4580326,06",2.142095,41.369415
2017S006314    ,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0057 0057,Dimecres,Dc,Laboral,2017,7,Juliol,19,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"431149,35","4582912,12",2.175302,41.392951
2017S006327    ,2,Eixample,10,Sant Antoni,213908,Mistral,0073 0075,Dijous,Dj,Laboral,2017,7,Juliol,20,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429307,31","4580998,27",2.153495,41.375552
2017S006336    ,6,GrÃ cia,28,Vallcarca i els Penitents,158107,Vallcarca,0010 0010,Dijous,Dj,Laboral,2017,7,Juliol,20,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"429004,53","4584631,67",2.149445,41.408247
2017S006352    ,10,Sant MartÃ_,73,la Verneda i la Pau,266405,Prim,0160 0160,Dijous,Dj,Laboral,2017,7,Juliol,20,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"433936,89","4585919,18",2.208308,41.420268
2017S006371    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0014 0014,Divendres,Dv,Laboral,2017,7,Juliol,21,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431090,71","4583089,88",2.174577,41.39454
2017S006381    ,2,Eixample,10,Sant Antoni,198804,ParalÂ·lel,0168 0168,Divendres,Dv,Laboral,2017,7,Juliol,21,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"429517,41","4580955,78",2.156011,41.375184
2017S006389    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0386B0386B,Divendres,Dv,Laboral,2017,7,Juliol,21,14,No Ã©s causa del  vianant,Bicicleta, ,ES DESCONEIX,Negre,Desconegut,Desconegut,"430864,83","4583207,13",2.17186,41.395584
2017S006395    ,1,Ciutat Vella,3,la Barceloneta,224904,Joan BorbÃ_ Comte Barcelona,0024 0024,Divendres,Dv,Laboral,2017,7,Juliol,21,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Altres,Desconegut,Desconegut,"432185,22","4581399,19",2.187863,41.379412
2017S006397    ,9,Sant Andreu,57,la Trinitat Vella,314100,Santa Coloma,0109I0109I,Dijous,Dj,Laboral,2017,7,Juliol,20,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"433309,08","4589187,36",2.200445,41.44965
2017S006451    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres,0080 0082,Dilluns,Dl,Laboral,2017,7,Juliol,24,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429032,62","4582910,70",2.149982,41.392749
2017S006471    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,249304,Pere IV,0416 0416,Dimarts,Dm,Laboral,2017,7,Juliol,25,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433646,61","4585020,79",2.204937,41.412147
2017S006492    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0423 0425,Dimarts,Dm,Laboral,2017,7,Juliol,25,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"429224,59","4581257,05",2.152472,41.377878
2017S006503    ,9,Sant Andreu,59,el Bon Pastor,81002,Claramunt,0075 0075,Dimarts,Dm,Laboral,2017,7,Juliol,25,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433957,73","4587814,72",2.208352,41.437338
2017S006505    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0125 0125,Dimarts,Dm,Laboral,2017,7,Juliol,25,20,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430512,81","4583402,77",2.167627,41.39731
2017S006520    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,ProvenÃ§a,0216 0216,Dimecres,Dc,Laboral,2017,7,Juliol,26,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429537,84","4582655,97",2.156052,41.390497
2017S006532    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,198702,Francesc Ferrer i GuÃ rdia,0013 0027,Dimecres,Dc,Laboral,2017,7,Juliol,26,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"428733,89","4580289,36",2.146715,41.369116
2017S006535    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0590 0590,Dimecres,Dc,Laboral,2017,7,Juliol,26,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430124,33","4582066,56",2.163141,41.385243
2017S006544    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0009 0009,Dijous,Dj,Laboral,2017,7,Juliol,27,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"428551,39","4581636,76",2.14438,41.381232
2017S006545    ,9,Sant Andreu,57,la Trinitat Vella,213704,Mireia,0041 0041,Dijous,Dj,Laboral,2017,7,Juliol,27,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"432383,66","4589393,45",2.189336,41.451428
2017S006554    ,10,Sant MartÃ_,67,la Vila OlÃ_mpica del Poblenou,701266,Litoral (Llobregat),870000,Dijous,Dj,Laboral,2017,7,Juliol,27,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432900,47","4582345,91",2.196308,41.387992
2017S006569    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0325 0325,Dijous,Dj,Laboral,2017,7,Juliol,27,16,No Ã©s causa del  vianant,Bicicleta, ,BICING,Blanc,Desconegut,Desconegut,"430765,91","4583594,71",2.170631,41.399061
2017S006580    ,4,Les Corts,19,les Corts,88001,Comtes de Bell-lloc,0139 0143,Divendres,Dv,Laboral,2017,7,Juliol,28,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"427828,81","4581809,62",2.135713,41.382725
2017S006585    ,7,Horta-GuinardÃ_,37,el Carmel,97807,Dante Alighieri,0108 0108,Divendres,Dv,Laboral,2017,7,Juliol,28,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429543,08","4586722,47",2.15565,41.427127
2017S006591    ,8,Nou Barris,50,les Roquetes,701267,Dalt (BesÃ_s),1480000,Divendres,Dv,Laboral,2017,7,Juliol,28,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431523,69","4588815,12",2.179107,41.446149
2017S006596    ,10,Sant MartÃ_,65,el Clot,1604,SÃ¨quia Comtal,0016 0016,Divendres,Dv,Laboral,2017,7,Juliol,28,22,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"432170,35","4584619,76",2.187323,41.408412
2017S006628    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,114000,Espanya,0005 0005,Diumenge,Dg,Laboral,2017,7,Juliol,30,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428856,34","4580937,40",2.148109,41.374963
2017S006632    ,4,Les Corts,19,les Corts,278302,Reina Maria Cristina,9999 9999,Diumenge,Dg,Laboral,2017,7,Juliol,30,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"427152,04","4582456,52",2.127552,41.388492
2017S006654    ,10,Sant MartÃ_,70,el BesÃ_s i el Maresme,253800,PerpinyÃ ,0004 0004,Dilluns,Dl,Laboral,2017,7,Juliol,31,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"434625,48","4585656,58",2.216581,41.417956
2017S006677    ,5,SarriÃ -Sant Gervasi,25,Sant Gervasi - la Bonanova,339203,Torras i Pujalt,0022 0022,Dimecres,Dc,Laboral,2017,8,Agost,2,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"427722,06","4583907,70",2.134195,41.401612
2017S006682    ,10,Sant MartÃ_,65,el Clot,1604,SÃ¨quia Comtal,0016 0016,Dimecres,Dc,Laboral,2017,8,Agost,2,8,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432170,35","4584619,76",2.187323,41.408412
2017S006682    ,10,Sant MartÃ_,65,el Clot,1604,SÃ¨quia Comtal,0016 0016,Dimecres,Dc,Laboral,2017,8,Agost,2,8,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,KTM,Negre,Desconegut,Desconegut,"432170,35","4584619,76",2.187323,41.408412
2017S006687    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,198702,Francesc Ferrer i GuÃ rdia,0001 0005,Dimecres,Dc,Laboral,2017,8,Agost,2,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429090,57","4580529,18",2.150955,41.371309
2017S006690    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0155 0155,Dimecres,Dc,Laboral,2017,8,Agost,2,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429325,67","4582322,76",2.153555,41.387479
2017S006695    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0168 0168,Dimecres,Dc,Laboral,2017,8,Agost,2,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429201,38","4582691,89",2.152029,41.390791
2017S006697    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,322608,Selva de Mar,0138 0138,Dimecres,Dc,Laboral,2017,8,Agost,2,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433502,47","4585160,13",2.203198,41.413396
2017S006706    ,1,Ciutat Vella,3,la Barceloneta,31900,Balboa,0017 0017,Dimecres,Dc,Laboral,2017,8,Agost,2,21,No Ã©s causa del  vianant,Bicicleta, ,CONOR,Negre,Desconegut,Desconegut,"432251,96","4581719,65",2.188616,41.3823
2017S006744    ,2,Eixample,6,la Sagrada FamÃ_lia,178308,Lepant,0231 0231,Dijous,Dj,Laboral,2017,8,Agost,3,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431431,03","4583998,08",2.178552,41.402756
2017S006753    ,2,Eixample,6,la Sagrada FamÃ_lia,178308,Lepant,0301 0301,Divendres,Dv,Laboral,2017,8,Agost,4,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431058,26","4584394,05",2.174045,41.406291
2017S006765    ,8,Nou Barris,50,les Roquetes,700450,Joaquim Puig i Pidemunt,0020 0020,Divendres,Dv,Laboral,2017,8,Agost,4,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430926,93","4588658,68",2.171978,41.444684
2017S006769    ,10,Sant MartÃ_,67,la Vila OlÃ_mpica del Poblenou,700757,MarÃ_tim de Nova IcÃ ria,0069 0069,Divendres,Dv,Laboral,2017,8,Agost,4,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"433345,81","4582681,40",2.201593,41.391056
2017S006803    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,198804,ParalÂ·lel,0181 0183,Diumenge,Dg,Laboral,2017,8,Agost,6,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"429393,62","4580915,83",2.154533,41.374812
2017S006822    ,1,Ciutat Vella,2,el Barri GÃ_tic,177101,Laietana,0039 0039,Dilluns,Dl,Laboral,2017,8,Agost,7,17,No Ã©s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre/Groc,Desconegut,Desconegut,"431186,87","4582140,75",2.175833,41.386001
2017S006832    ,8,Nou Barris,51,Verdun,174307,JÃºlia,0085 0087,Dilluns,Dl,Laboral,2017,8,Agost,7,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Desconegut,Desconegut,Desconegut,"431350,14","4588306,51",2.177094,41.44155
2017S006833    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0116 0116,Dilluns,Dl,Laboral,2017,8,Agost,7,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430591,64","4583756,54",2.168532,41.400505
2017S006844    ,1,Ciutat Vella,1,el Raval,701349,Drassanes / Josep Carner                          ,0001 0001,Dimarts,Dm,Laboral,2017,8,Agost,8,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431214,13","4580892,36",2.176309,41.374763
2017S006844    ,1,Ciutat Vella,1,el Raval,701349,Drassanes / Josep Carner                          ,0001 0001,Dimarts,Dm,Laboral,2017,8,Agost,8,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431214,13","4580892,36",2.176309,41.374763
2017S006853    ,1,Ciutat Vella,1,el Raval,198804,ParalÂ·lel,0054 0054,Dimarts,Dm,Laboral,2017,8,Agost,8,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430748,54","4580934,89",2.170732,41.375101
2017S006853    ,1,Ciutat Vella,1,el Raval,198804,ParalÂ·lel,0054 0054,Dimarts,Dm,Laboral,2017,8,Agost,8,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430748,54","4580934,89",2.170732,41.375101
2017S006864    ,5,SarriÃ -Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0017 0019,Dimecres,Dc,Laboral,2017,8,Agost,9,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429419,61","4583370,21",2.154557,41.396926
2017S006865    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,169409,Corts Catalanes,0361 0371,Dimecres,Dc,Laboral,2017,8,Agost,9,14,No Ã©s causa del  vianant,Bicicleta, ,BTWIN,Negre,Desconegut,Desconegut,"428832,19","4580872,80",2.14783,41.374376
2017S006865    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,169409,Corts Catalanes,0361 0371,Dimecres,Dc,Laboral,2017,8,Agost,9,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"428832,19","4580872,80",2.14783,41.374376
2017S006876    ,2,Eixample,7,la Dreta de l'Eixample,222002,MossÃ¨n Jacint Verdaguer,9999 9999,Dimecres,Dc,Laboral,2017,8,Agost,9,22,No Ã©s causa del  vianant,Bicicleta,A3,A.U.D.I.,Negre,B,13,"430706,38","4583594,24",2.169926,41.399056
2017S006881    ,10,Sant MartÃ_,65,el Clot,18505,AragÃ_,0637 0637,Dijous,Dj,Laboral,2017,8,Agost,10,8,No Ã©s causa del  vianant,Bicicleta, ,MONTY,Verd,Desconegut,Desconegut,"432310,20","4584849,17",2.188972,41.410496
