Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripci¢ dia setmana,Dia setmana,Descripci¢ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripci¢ causa vianant,tipus de vehicle,Descripci¢ model,Descripci¢ marca,Descripci¢ color,Descripci¢ carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2014S003347,3,Sants-Montju‹c,16,la Bordeta,169409,Corts Catalanes,0181 0247,Dimecres,Dc,Laboral,2014,5,Maig,7,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580298,21","428244,45"
2014S002928,10,Sant Mart¡,73,la Verneda i la Pau,266405,Prim,0163 0165,Dilluns,Dl,Laboral,2014,4,Abril,21,22,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4586138,03","433610,2"
2014S006887,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borb¢ Comte Barcelona,0012 0013,Dijous,Dj,Laboral,2014,9,Setembre,25,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581503,77","432154,88"
2014S003796,3,Sants-Montju‹c,11,el Poble Sec,175809,Lafont,0002 0002,Divendres,Dv,Laboral,2014,5,Maig,23,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4580799,18","430625,72"
2014S008876,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimarts,Dm,Laboral,2014,12,Desembre,2,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583010,2","433011,04"
2014S000426,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII,0017X0025X,Diumenge,Dg,Laboral,2014,1,Gener,19,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581958,96","426698,7"
2014S001925,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Dissabte,Ds,Laboral,2014,3,Mar‡,15,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583616,98","430648,04"
2014S002194,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0105 0105,Dimarts,Dm,Laboral,2014,3,Mar‡,25,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583006,53","429836,27"
2014S003342,3,Sants-Montju‹c,11,el Poble Sec,198702,Francesc Ferrer i Gu…rdia,0009 0011,Dimecres,Dc,Laboral,2014,5,Maig,7,13,No ‚s causa del  vianant,Bicicleta,Desconegut,DAHON,Gris,Desconegut,Desconegut,"4580345,2","428951,34"
2014S003366,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,0053 0055,Dijous,Dj,Laboral,2014,5,Maig,8,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4588010,34","432496,23"
2014S000575,3,Sants-Montju‹c,15,Hostafrancs,169409,Corts Catalanes,0321 0321,Divendres,Dv,Laboral,2014,1,Gener,24,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580703,7","428658,95"
2014S007894,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0113 0113,Dimecres,Dc,Laboral,2014,10,Octubre,29,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582537,05",429491
2014S002636,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,44403,Bol¡via,0005 0009,Dimecres,Dc,Laboral,2014,4,Abril,9,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583806,76","432258,73"
2014S002074,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,138405,Galúla Plac¡dia,0013 0015,Dijous,Dj,Laboral,2014,3,Mar‡,20,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583607,26","429245,91"
2014S002401,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,C•rsega,0281 0281,Dimarts,Dm,Laboral,2014,4,Abril,1,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583049,86","429526,05"
2014S001280,9,Sant Andreu,59,el Bon Pastor,264308,Potos¡,0001 0001,Dijous,Dj,Laboral,2014,2,Febrer,20,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,B,37,"4588446,53","433272,08"
2014S001412,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0408 0408,Dimarts,Dm,Laboral,2014,2,Febrer,25,18,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Gris,Desconegut,Desconegut,"4583350,77","431011,57"
2014S008791,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",200000,Marquesa,0007 0007,Divendres,Dv,Laboral,2014,11,Novembre,28,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581812,49","431959,83"
2014S004158,3,Sants-Montju‹c,11,el Poble Sec,178400,Lleida,0019 0019,Divendres,Dv,Laboral,2014,6,Juny,6,1,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580733,97","429443,12"
2014S008151,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0655 0655,Dijous,Dj,Laboral,2014,11,Novembre,6,20,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4582939,91","430943,38"
2014S008112,10,Sant Mart¡,73,la Verneda i la Pau,60807,Cant…bria,0071 0071,Dimecres,Dc,Laboral,2014,11,Novembre,5,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586300,49","433123,02"
2014S008288,2,Eixample,5,el Fort Pienc,100800,Diputaci¢,0411 0411,Dimarts,Dm,Laboral,2014,11,Novembre,11,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583496,46","431321,52"
2014S009184,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",137606,Fusina,0013 0013,Diumenge,Dg,Laboral,2014,12,Desembre,14,0,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4582225,41","431838,35"
2014S001292,6,Gr…cia,31,la Vila de Gr…cia,338506,Tordera,0040 0040,Divendres,Dv,Laboral,2014,2,Febrer,21,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583876,68","430001,67"
2014S003909,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0129 0129,Dimarts,Dm,Laboral,2014,5,Maig,27,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583837,08","430441,89"
2014S009461,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0286 0286,Dilluns,Dl,Laboral,2014,12,Desembre,22,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4585191,06","431361,9"
2014S000198,6,Gr…cia,30,la Salut,356803,Verdi,0266B0266B,Divendres,Dv,Laboral,2014,1,Gener,10,15,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584928,28","429065,81"
2014S004281,3,Sants-Montju‹c,16,la Bordeta,89707,Constituci¢,0194 0196,Dimecres,Dc,Laboral,2014,6,Juny,11,7,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4580219,33","427470,26"
2014S002952,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0482 0482,Dimarts,Dm,Laboral,2014,4,Abril,22,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581486,44","429532,36"
2014S001695,10,Sant Mart¡,72,Sant Mart¡ de Proven‡als,153205,Guip£scoa,0023 0025,Divendres,Dv,Laboral,2014,3,Mar‡,7,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4585273,93","432740,2"
2014S000464,10,Sant Mart¡,68,el Poblenou,270901,Pujades,0235 0235,Dimarts,Dm,Laboral,2014,1,Gener,21,7,Altres,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584122,55","433528,89"
2014S002233,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0017 0017,Dijous,Dj,Laboral,2014,3,Mar‡,27,2,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blau,Desconegut,Desconegut,"4582307,82","430275,3"
2014S001503,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0305 0309,Divendres,Dv,Laboral,2014,2,Febrer,28,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582476,28","430087,11"
2014S004459,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borb¢ Comte Barcelona,0049 0049,Dimarts,Dm,Laboral,2014,6,Juny,17,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581190,54","432245,22"
2014S000977,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0710 0710,Divendres,Dv,Laboral,2014,2,Febrer,7,22,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4583218,66","431303,54"
2014S001774,8,Nou Barris,45,Porta,51704,Bunyola,0021 0021,Dilluns,Dl,Laboral,2014,3,Mar‡,10,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4587844,96","431190,69"
2014S008684,2,Eixample,6,la Sagrada Fam¡lia,76807,Sardenya,0301 0301,Dimecres,Dc,Laboral,2014,11,Novembre,26,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584091,51","430957,14"
2014S000480,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,701266,Litoral (Llobregat),630000,Dimarts,Dm,Laboral,2014,1,Gener,21,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584120,29","434515,94"
2014S000624,4,Les Corts,20,la Maternitat i Sant Ramon,23800,Arizala,0080 0080,Dilluns,Dl,Laboral,2014,1,Gener,27,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581405,88","426801,04"
2014S000907,6,Gr…cia,31,la Vila de Gr…cia,328309,Sors,0033 0035,Dijous,Dj,Laboral,2014,2,Febrer,6,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584772,18","429721,77"
2014S001041,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0069 0069,Dilluns,Dl,Laboral,2014,2,Febrer,10,20,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blau,Desconegut,Desconegut,"4581783,55","429658,62"
2014S002161,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,Val_ncia,0027 0027,Dilluns,Dl,Laboral,2014,3,Mar‡,24,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581614,32","428826,82"
2014S001215,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0205 0205,Dimarts,Dm,Laboral,2014,2,Febrer,18,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582977,69","428873,62"
2014S003431,9,Sant Andreu,63,Navas,115603,Espronceda,0374X0374X,Divendres,Dv,Laboral,2014,5,Maig,9,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4585889,67","432042,44"
2014S001594,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0397 0397,Dilluns,Dl,Laboral,2014,3,Mar‡,3,19,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4583221,92","429606,08"
2014S001757,2,Eixample,6,la Sagrada Fam¡lia,73900,Castillejos,0337 0337,Dilluns,Dl,Laboral,2014,3,Mar‡,10,8,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blau,Desconegut,Desconegut,"4584763,66","431060,83"
2014S001985,10,Sant Mart¡,68,el Poblenou,30500,Badajoz,0028A0028A,Dilluns,Dl,Laboral,2014,3,Mar‡,17,18,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Negre,Desconegut,Desconegut,"4583183,46","433193,52"
2014S002487,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0023 0023,Divendres,Dv,Laboral,2014,4,Abril,4,8,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582962,7","432328,68"
2014S000839,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,0280 0280,Dimarts,Dm,Laboral,2014,2,Febrer,4,12,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583253,25","430337,27"
2014S003701,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0356 0356,Dimarts,Dm,Laboral,2014,5,Maig,20,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4583021,97","430675,43"
2014S001854,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Arag¢,0073 0073,Dijous,Dj,Laboral,2014,3,Mar‡,13,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581646,69","429041,43"
2014S000038,7,Horta-Guinard¢,33,el Baix Guinard¢,56504,Cam_lies,0075 0077,Divendres,Dv,Laboral,2014,1,Gener,3,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585197,56","430163,57"
2014S002600,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Cal…bria,0203 0203,Dimarts,Dm,Laboral,2014,4,Abril,8,8,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581998,43","428893,68"
2014S004084,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0540 0542,Dimarts,Dm,Laboral,2014,6,Juny,3,17,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blanc,Desconegut,Desconegut,"4581782,8","429840,96"
2014S000017,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0370 0370,Dijous,Dj,Laboral,2014,1,Gener,2,0,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Negre,Desconegut,Desconegut,"4583728,57","430633,59"
2014S000663,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0298 0298,Dimarts,Dm,Laboral,2014,1,Gener,28,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4582636,2","430281,08"
2014S005766,1,Ciutat Vella,3,la Barceloneta,248050,Pau Vila,0001U0001U,Dimarts,Dm,Laboral,2014,8,Agost,5,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581688,63","432055,85"
2014S005936,8,Nou Barris,51,Verdun,174307,J£lia,0179 0179,Dimecres,Dc,Laboral,2014,8,Agost,13,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4588635,76","431486,56"
2014S000233,1,Ciutat Vella,1,el Raval,67307,Carme,0002 0002,Dissabte,Ds,Laboral,2014,1,Gener,11,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581801,61","430814,48"
2014S005040,3,Sants-Montju‹c,17,Sants - Badal,312400,Sants,0435 0437,Dimarts,Dm,Laboral,2014,7,Juliol,8,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581026,97","426710,98"
2014S005433,1,Ciutat Vella,1,el Raval,86902,Nou de la Rambla,0081 0081,Dimarts,Dm,Laboral,2014,7,Juliol,22,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4581048,13","430795,18"
2014S006344,2,Eixample,10,Sant Antoni,54509,Cal…bria,0037 0037,Dimecres,Dc,Laboral,2014,9,Setembre,3,13,Desobeir el senyal del sem…for,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581120,93","429752,69"
2014S006603,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0349 0349,Dilluns,Dl,Laboral,2014,9,Setembre,15,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583475,7","430393,74"
2014S004767,7,Horta-Guinard¢,34,Can Bar¢,197007,Mari… Lab_rnia,0030 0032,Diumenge,Dg,Laboral,2014,6,Juny,29,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585873,66","430206,61"
2014S005826,1,Ciutat Vella,2,el Barri G•tic,34308,Rambla,0038 0038,Divendres,Dv,Laboral,2014,8,Agost,8,15,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Blau,Desconegut,Desconegut,"4581363,67","431156,88"
2014S000061,3,Sants-Montju‹c,15,Hostafrancs,331507,Tarragona,0117U0117U,Dissabte,Ds,Laboral,2014,1,Gener,4,2,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581202,95","428737,72"
2014S006414,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0021 0021,Divendres,Dv,Laboral,2014,9,Setembre,5,17,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581490,72","429946,71"
2014S005332,2,Eixample,7,la Dreta de l'Eixample,130403,Fontanella,0021 0023,Divendres,Dv,Laboral,2014,7,Juliol,18,14,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582407,99","430912,99"
2014S004594,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0119 0119,Divendres,Dv,Laboral,2014,6,Juny,20,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4582835,6","430506,02"
2014S005375,3,Sants-Montju‹c,18,Sants,294400,Sants,0012 0012,Diumenge,Dg,Laboral,2014,7,Juliol,20,16,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581015,95","427865,3"
2014S005599,3,Sants-Montju‹c,15,Hostafrancs,114000,Espanya,0005 0005,Dimarts,Dm,Laboral,2014,7,Juliol,29,14,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"4580937,4","428856,34"
2014S005583,4,Les Corts,19,les Corts,66508,Carles III,0046 0046,Dilluns,Dl,Laboral,2014,7,Juliol,28,19,No ‚s causa del  vianant,Bicicleta,Desconegut,MONTY,Gris,Desconegut,Desconegut,"4581832,85","427205,09"
2014S004535,1,Ciutat Vella,1,el Raval,250904,Pelai,0038 0038,Dijous,Dj,Laboral,2014,6,Juny,19,13,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Vermell,Desconegut,Desconegut,"4582100,36","430477,89"
2014S005210,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,115603,Espronceda,0002X0002X,Dilluns,Dl,Laboral,2014,7,Juliol,14,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583795,09","434087,06"
2014S004654,9,Sant Andreu,61,la Sagrera,161407,Ind£stria,0382 0382,Dilluns,Dl,Laboral,2014,6,Juny,23,20,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Gris,Desconegut,Desconegut,"4585991,91","432371,96"
2014S006215,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0382 0386,Dijous,Dj,Laboral,2014,8,Agost,28,20,Desobeir el senyal del sem…for,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583776,3","430679,49"
2014S007520,2,Eixample,6,la Sagrada Fam¡lia,191204,Mallorca,0384 0384,Divendres,Dv,Laboral,2014,10,Octubre,17,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583904,21","431005,49"
2014S007512,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0011 0011,Divendres,Dv,Laboral,2014,10,Octubre,17,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582456,22","430579,66"
2014S003328,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0514 0514,Dimarts,Dm,Laboral,2014,5,Maig,6,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583181,23","429313,05"
2014S008898,6,Gr…cia,31,la Vila de Gr…cia,208001,Torrent de l'Olla,0149 0149,Dimecres,Dc,Laboral,2014,12,Desembre,3,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584151,51","429471,08"
2014S009033,10,Sant Mart¡,65,el Clot,81603,Clot,0097 0103,Dimarts,Dm,Laboral,2014,12,Desembre,9,14,No ‚s causa del  vianant,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"4584742,64","432296,58"
2014S006856,10,Sant Mart¡,68,el Poblenou,332000,Taulat,0081 0081,Dimecres,Dc,Laboral,2014,9,Setembre,24,0,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583502,51","433584,53"
2014S009557,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0320 0320,Dijous,Dj,Laboral,2014,12,Desembre,25,20,No ‚s causa del  vianant,Bicicleta,Desconegut,ZHONG YU,Blau,Desconegut,Desconegut,"4583312,88","430206,11"
2014S009425,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Proven‡a,0226 0226,Diumenge,Dg,Laboral,2014,12,Desembre,21,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582725,76","429608,98"
2014S007251,1,Ciutat Vella,3,la Barceloneta,197903,Mar¡tim de la Barceloneta,0001 0003,Dimecres,Dc,Laboral,2014,10,Octubre,8,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581357,65","432525,16"
2014S006808,6,Gr…cia,31,la Vila de Gr…cia,340406,Torrent de les Flors,0109 0109,Dilluns,Dl,Laboral,2014,9,Setembre,22,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut,"4584637,89","429718,03"
2014S007059,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,128106,Fluvi…,0029 0031,Dijous,Dj,Laboral,2014,10,Octubre,2,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584241,84","433992,58"
2014S009262,2,Eixample,7,la Dreta de l'Eixample,100800,Diputaci¢,0391 0395,Dimarts,Dm,Laboral,2014,12,Desembre,16,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Desconegut,Desconegut,Desconegut,"4583405,77","431228,67"
2014S006965,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Proven‡a,0130 0130,Dilluns,Dl,Laboral,2014,9,Setembre,29,9,Desobeir el senyal del sem…for,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582186,59","429058,45"
2014S007719,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0004 0004,Divendres,Dv,Laboral,2014,10,Octubre,24,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Rosa,Desconegut,Desconegut,"4582750,81","432166,13"
2014S006685,3,Sants-Montju‹c,11,el Poble Sec,700795,Foixarda,0014 0018,Dijous,Dj,Laboral,2014,9,Setembre,18,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4580008,46","428884,5"
2014S007257,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,350308,Val_ncia,0561 0561,Dimecres,Dc,Laboral,2014,10,Octubre,8,21,No ‚s causa del  vianant,Bicicleta,Desconegut,MONTY,Vermell,Desconegut,Desconegut,"4584533,99","431808,78"
2014S006921,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0083 0083,Divendres,Dv,Laboral,2014,9,Setembre,26,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4582805,21","429603,34"
2014S007925,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputaci¢,0230 0230,Dijous,Dj,Laboral,2014,10,Octubre,30,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4582363,96","430195,2"
2014S007790,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,701265,Litoral (Bes•s),830000,Diumenge,Dg,Laboral,2014,10,Octubre,26,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,A1,Desconegut,"4582613,74","433197,96"
2014S003043,2,Eixample,6,la Sagrada Fam¡lia,191204,Mallorca,0477 0477,Dijous,Dj,Laboral,2014,4,Abril,24,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584483,85","431565,03"
2014S006751,5,Sarri…-Sant Gervasi,23,Sarri…,193108,Manuel Girona,0077 0077,Divendres,Dv,Laboral,2014,9,Setembre,19,23,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582899,77","427289,78"
2014S008331,4,Les Corts,19,les Corts,231502,Num…ncia,0047 0049,Dijous,Dj,Laboral,2014,11,Novembre,13,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581897,82","428061,26"
2014S006753,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Divendres,Dv,Laboral,2014,9,Setembre,19,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583115,09","430794,13"
2014S001934,4,Les Corts,21,Pedralbes,114509,Espasa,0001 0001,Dissabte,Ds,Laboral,2014,3,Mar‡,15,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583346,26","426061,02"
2014S003753,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0212 0212,Dijous,Dj,Laboral,2014,5,Maig,22,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582825,91","429052,17"
