Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripci¢ dia setmana,Dia setmana,Descripci¢ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripci¢ causa vianant,tipus de vehicle,Descripci¢ model,Descripci¢ marca,Descripci¢ color,Descripci¢ carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2014S001635,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Proven‡a,0143 0143,Dimecres,Dc,Laboral,2014,3,Mar‡,5,9,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582458,04","429303,85"
2014S003695,2,Eixample,5,el Fort Pienc,100800,Diputaci¢,0445 0447,Dimarts,Dm,Laboral,2014,5,Maig,20,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583683,87","431511,16"
2014S003558,3,Sants-Montju‹c,13,la Marina de Port,369408,Zona Franca,0252 0252,Dimecres,Dc,Laboral,2014,5,Maig,14,22,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4579756,92","427860,14"
2014S003704,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0085 0085,Dimarts,Dm,Laboral,2014,5,Maig,20,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582862,22","429982,69"
2014S000027,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0731 0731,Dijous,Dj,Laboral,2014,1,Gener,2,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583538,8","431555,75"
2014S002029,10,Sant Mart¡,72,Sant Mart¡ de Proven‡als,153205,Guip£scoa,0041 0041,Dimecres,Dc,Laboral,2014,3,Mar‡,19,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585382,87","432852,29"
2014S004523,3,Sants-Montju‹c,11,el Poble Sec,294207,Salv…,0056 0056,Dijous,Dj,Laboral,2014,6,Juny,19,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580639,74","430283,84"
2014S001193,2,Eixample,5,el Fort Pienc,197302,Marina,0212 0212,Dilluns,Dl,Laboral,2014,2,Febrer,17,12,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583807,36","431488,03"
2014S001478,3,Sants-Montju‹c,17,Sants - Badal,30602,Badal,0137 0139,Dijous,Dj,Laboral,2014,2,Febrer,27,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4580792,66","427412,09"
2014S001883,4,Les Corts,20,la Maternitat i Sant Ramon,187207,Madrid,0009 0009,Divendres,Dv,Laboral,2014,3,Mar‡,14,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581103,78","426793,92"
2014S006034,2,Eixample,6,la Sagrada Fam¡lia,225500,N…pols,0216 0216,Dimarts,Dm,Laboral,2014,8,Agost,19,6,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4583734,78","430966,1"
2014S004582,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Divendres,Dv,Laboral,2014,6,Juny,20,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583616,98","430648,04"
2014S004762,9,Sant Andreu,57,la Trinitat Vella,34400,B…rcino,0101 0101,Diumenge,Dg,Laboral,2014,6,Juny,29,12,No ‚s causa del  vianant,Bicicleta,Desconegut,BETA,Violeta,Desconegut,Desconegut,"4589035,26","432654,5"
2014S005795,9,Sant Andreu,60,Sant Andreu,221950,Moss_n Clap‚s,0023 0023,Dimecres,Dc,Laboral,2014,7,Juliol,30,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4588283,11","432232,89"
2014S004715,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0126 0126,Dijous,Dj,Laboral,2014,6,Juny,26,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583220,26","429664,97"
2014S005743,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0370 0370,Dilluns,Dl,Laboral,2014,8,Agost,4,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583728,57","430633,59"
2014S005431,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona,0014 0014,Dimarts,Dm,Laboral,2014,7,Juliol,22,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4581035,37","431112,12"
2014S000503,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0327 0327,Dimecres,Dc,Laboral,2014,1,Gener,22,9,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Verd,Desconegut,Desconegut,"4583570,16","430690,56"
2014S006343,9,Sant Andreu,60,Sant Andreu,275257,Ramon Riera,0001 0001,Dimecres,Dc,Laboral,2014,9,Setembre,3,13,No ‚s causa del  vianant,Bicicleta,Desconegut,GIANTCO,Vermell,Desconegut,Desconegut,"4587613,73","432574,48"
2014S005463,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Arag¢,0215X0215X,Dimecres,Dc,Laboral,2014,7,Juliol,23,13,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Daurat,Desconegut,Desconegut,"4582500,4","429913,75"
2014S000927,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Bes•s),990000,Dijous,Dj,Laboral,2014,2,Febrer,6,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,Desconegut,"4581626,15","431949,84"
2014S006549,1,Ciutat Vella,1,el Raval,183206,Lluna,0002 0002,Divendres,Dv,Laboral,2014,9,Setembre,12,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581553,12","430411,81"
2014S006257,1,Ciutat Vella,2,el Barri G•tic,701111,Amadeu Bagu‚s,0001 0001,Dissabte,Ds,Laboral,2014,8,Agost,30,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581683,75","430950,16"
2014S005245,10,Sant Mart¡,71,Proven‡als del Poblenou,200600,Marroc,0004X0004X,Dimarts,Dm,Laboral,2014,7,Juliol,15,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584391,92",433079
2014S004966,2,Eixample,6,la Sagrada Fam¡lia,289105,Rossell¢,0374B0374B,Dissabte,Ds,Laboral,2014,7,Juliol,5,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4584154,29","430875,36"
2014S005911,2,Eixample,5,el Fort Pienc,197302,Marina,0169 0175,Dimarts,Dm,Laboral,2014,8,Agost,12,13,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4583608,29","431599,81"
2014S006175,10,Sant Mart¡,71,Proven‡als del Poblenou,143609,Josep Pla,0151 0151,Dimecres,Dc,Laboral,2014,8,Agost,27,12,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585293,74","433900,86"
2014S002188,2,Eixample,6,la Sagrada Fam¡lia,268003,Proven‡a,0379 0381,Dimarts,Dm,Laboral,2014,3,Mar‡,25,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583926,33","430802,65"
2014S004739,2,Eixample,7,la Dreta de l'Eixample,359404,Joan Carles I,9999 9999,Divendres,Dv,Laboral,2014,6,Juny,27,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583317,43","429831,27"
2014S004940,6,Gr…cia,30,la Salut,366002,Mare de D‚u de la Salut,0032 0032,Divendres,Dv,Laboral,2014,7,Juliol,4,22,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Desconegut,Desconegut,Desconegut,"4584924,11","429571,79"
2014S000051,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0608 0608,Divendres,Dv,Laboral,2014,1,Gener,3,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582291,62","430355,38"
2014S006243,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0092 0092,Dijous,Dj,Laboral,2014,8,Agost,28,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581849,96","429033,26"
2014S005085,6,Gr…cia,28,Vallcarca i els Penitents,33509,Ballester,0085 0085,Dimecres,Dc,Laboral,2014,7,Juliol,9,15,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"4584717,73","428896,74"
2014S006445,2,Eixample,5,el Fort Pienc,286504,Roger de Flor,0039 0041,Dilluns,Dl,Laboral,2014,9,Setembre,8,7,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582840,77","431621,98"
2014S006623,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0002 0002,Dilluns,Dl,Laboral,2014,9,Setembre,15,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585623,86","432530,75"
2014S009580,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0397 0397,Dissabte,Ds,Laboral,2014,12,Desembre,27,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583221,92","429606,08"
2014S007432,10,Sant Mart¡,71,Proven‡als del Poblenou,169409,Corts Catalanes,0940 0940,Dimecres,Dc,Laboral,2014,10,Octubre,15,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584663,43","432814,7"
2014S006741,4,Les Corts,19,les Corts,199909,Marqu_s de Sentmenat,0099X0099X,Divendres,Dv,Laboral,2014,9,Setembre,19,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582111,92","428362,41"
2014S003331,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,197302,Marina,0101 0101,Dimarts,Dm,Laboral,2014,5,Maig,6,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583037,75","432150,98"
2014S009406,3,Sants-Montju‹c,18,Sants,312400,Sants,0033 0033,Dissabte,Ds,Laboral,2014,12,Desembre,20,18,No ‚s causa del  vianant,Bicicleta,AFX,CONOR,Blanc,Desconegut,Desconegut,"4580974,56","428091,1"
2014S006826,7,Horta-Guinard¢,37,el Carmel,275304,Ramon Rocafull,0046 0046,Dilluns,Dl,Laboral,2014,9,Setembre,15,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586324,48","429328,91"
2014S007583,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Dilluns,Dl,Laboral,2014,10,Octubre,20,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4583115,09","430794,13"
2014S007250,5,Sarri…-Sant Gervasi,27,el Putxet i el Farr¢,302000,Sant Gervasi,0078 0078,Dimecres,Dc,Laboral,2014,10,Octubre,8,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585129,08","428062,88"
2014S008090,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0438 0438,Dimecres,Dc,Laboral,2014,11,Novembre,5,8,Altres,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581297,35","429339,54"
2014S007533,3,Sants-Montju‹c,13,la Marina de Port,369408,Zona Franca,0182 0184,Dissabte,Ds,Laboral,2014,10,Octubre,18,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4579381,83","428060,22"
2014S006938,3,Sants-Montju‹c,15,Hostafrancs,267102,Pr¡ncep Jordi,0025 0025,Dissabte,Ds,Laboral,2014,9,Setembre,27,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581076,62","428818,83"
2014S007047,2,Eixample,7,la Dreta de l'Eixample,18505,Arag¢,0330 0332,Dimecres,Dc,Laboral,2014,10,Octubre,1,18,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583204,74","430678,26"
2014S007689,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Dijous,Dj,Laboral,2014,10,Octubre,23,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583115,09","430794,13"
2014S007335,1,Ciutat Vella,2,el Barri G•tic,164802,Jaume I,0016 0016,Diumenge,Dg,Laboral,2014,10,Octubre,12,6,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,B,6,"4581868,59","431394,18"
2014S007464,5,Sarri…-Sant Gervasi,27,el Putxet i el Farr¢,123408,Lesseps,0030 0030,Dijous,Dj,Laboral,2014,10,Octubre,16,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584399,41","429011,16"
2014S008505,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0602 0602,Dimecres,Dc,Laboral,2014,11,Novembre,19,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582928,11","428479,52"
2014S008187,9,Sant Andreu,60,Sant Andreu,190303,Malats,0017 0017,Divendres,Dv,Laboral,2014,11,Novembre,7,21,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587676,16","432379,33"
2014S000878,2,Eixample,6,la Sagrada Fam¡lia,68900,Cartagena,0149 0149,Dimecres,Dc,Laboral,2014,2,Febrer,5,13,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,granate,B,12,"4584042,96","431941,59"
2014S001665,2,Eixample,6,la Sagrada Fam¡lia,73900,Castillejos,0183B0183B,Dijous,Dj,Laboral,2014,3,Mar‡,6,13,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584000,11","431801,12"
2014S000428,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,197302,Marina,0016 0016,Diumenge,Dg,Laboral,2014,1,Gener,19,16,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"4582269,1","432987,25"
2014S000591,6,Gr…cia,28,Vallcarca i els Penitents,148409,Sant Cugat,0,Divendres,Dv,Laboral,2014,1,Gener,24,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4585678,04","428109,99"
2014S000731,2,Eixample,10,Sant Antoni,198804,Paralúlel,0188 0190,Dijous,Dj,Laboral,2014,1,Gener,30,21,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580959,04","429282,29"
2014S002054,2,Eixample,5,el Fort Pienc,197302,Marina,0201 0201,Dijous,Dj,Laboral,2014,3,Mar‡,20,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583761,42","431448,68"
2014S002901,1,Ciutat Vella,1,el Raval,700025,Josep Carner,0026 0026,Dissabte,Ds,Laboral,2014,4,Abril,19,0,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4580920,07","431246,1"
2014S008105,1,Ciutat Vella,1,el Raval,269108,Portal de la Pau,0002 0002,Dimecres,Dc,Laboral,2014,11,Novembre,5,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4581077,2","431229,51"
2014S009201,5,Sarri…-Sant Gervasi,27,el Putxet i el Farr¢,369306,Saragossa,0130 0130,Diumenge,Dg,Laboral,2014,12,Desembre,14,19,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Gris,Desconegut,Desconegut,"4584337,17","428548,59"
2014S008574,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0816 0816,Divendres,Dv,Laboral,2014,11,Novembre,21,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583787,89","431884,37"
2014S003466,2,Eixample,6,la Sagrada Fam¡lia,268003,Proven‡a,0443 0443,Diumenge,Dg,Laboral,2014,5,Maig,11,23,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584181,55","431064,4"
2014S007979,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0392 0392,Divendres,Dv,Laboral,2014,10,Octubre,31,23,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4583255,89","430914,61"
2014S003463,5,Sarri…-Sant Gervasi,23,Sarri…,305201,Sant Joan Bosco,0059 0059,Diumenge,Dg,Laboral,2014,5,Maig,11,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583208,85","427053,32"
2014S009055,7,Horta-Guinard¢,35,el Guinard¢,152905,Guinard¢,0099 0099,Dimecres,Dc,Laboral,2014,12,Desembre,10,7,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585375,4","430904,12"
2014S009187,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0707 0707,Diumenge,Dg,Laboral,2014,12,Desembre,14,7,No ‚s causa del  vianant,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"4583423,63","431422,94"
2014S004261,3,Sants-Montju‹c,17,Sants - Badal,328808,Sugranyes,0099 0099,Dimarts,Dm,Laboral,2014,6,Juny,10,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4580582,26","427376,51"
2014S004142,1,Ciutat Vella,2,el Barri G•tic,701266,Litoral (Llobregat),1050000,Dijous,Dj,Laboral,2014,6,Juny,5,17,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Altres,Desconegut,Desconegut,"4581243,79","431520,59"
2014S003914,6,Gr…cia,28,Vallcarca i els Penitents,158107,Vallcarca,0149 0149,Dimarts,Dm,Laboral,2014,5,Maig,27,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585246,83","428461,26"
2014S002957,9,Sant Andreu,63,Navas,233701,Olesa,0060X0060X,Dimecres,Dc,Laboral,2014,4,Abril,23,6,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4586125,47","431948,94"
2014S002958,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,Val_ncia,0133 0135,Dimecres,Dc,Laboral,2014,4,Abril,23,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582268,31","429493,7"
2014S004175,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0098 0098,Divendres,Dv,Laboral,2014,6,Juny,6,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582697,02","430671,54"
2014S003107,2,Eixample,5,el Fort Pienc,238400,Padilla,0161 0161,Dilluns,Dl,Laboral,2014,4,Abril,28,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583719,47",431899
2014S003219,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona,0042 0042,Dijous,Dj,Laboral,2014,5,Maig,1,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4580932,34","430985,92"
2014S000754,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0310 0310,Divendres,Dv,Laboral,2014,1,Gener,31,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582692,13","430338,08"
2014S008046,3,Sants-Montju‹c,12,la Marina del Prat Vermell,700127,Major de Mercabarna,0068 0068,Dilluns,Dl,Laboral,2014,11,Novembre,3,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4576056,67","426026,6"
2014S003501,3,Sants-Montju‹c,12,la Marina del Prat Vermell,175478,K Zona Franca,0037U0037U,Dimarts,Dm,Laboral,2014,5,Maig,13,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4576667,57","425817,14"
2014S003931,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,271100,Pujades,0025 0025,Dimecres,Dc,Laboral,2014,5,Maig,28,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582673,63","432011,18"
2014S000629,2,Eixample,6,la Sagrada Fam¡lia,268003,Proven‡a,0528 0528,Dilluns,Dl,Laboral,2014,1,Gener,27,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584528,29","431453,12"
2014S003394,3,Sants-Montju‹c,11,el Poble Sec,213409,Miramar,0044 0044,Dijous,Dj,Laboral,2014,5,Maig,8,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580495,1","430797,51"
2014S001213,3,Sants-Montju‹c,15,Hostafrancs,94809,Creu Coberta,0109 0109,Dilluns,Dl,Laboral,2014,2,Febrer,17,14,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Altres,Desconegut,Desconegut,"4580963,27","428382,84"
2014S005692,3,Sants-Montju‹c,15,Hostafrancs,94809,Creu Coberta,0076 0076,Divendres,Dv,Laboral,2014,8,Agost,1,23,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4580981,38","428543,93"
2014S004513,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,132908,Ramon Trias Fargas,0013 0013,Dimecres,Dc,Laboral,2014,6,Juny,18,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582266,8","432743,03"
2014S002592,6,Gr…cia,31,la Vila de Gr…cia,90502,C•rsega,0321 0321,Dilluns,Dl,Laboral,2014,4,Abril,7,20,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4583372,76","429854,46"
2014S004105,6,Gr…cia,32,el Camp d'en Grassot i Gr…cia Nova,344101,Gr…cia,0236 0236,Dimecres,Dc,Laboral,2014,6,Juny,4,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4584236,18","430176,91"
2014S004243,2,Eixample,7,la Dreta de l'Eixample,18505,Arag¢,0330 0332,Dimarts,Dm,Laboral,2014,6,Juny,10,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583204,74","430678,26"
2014S002004,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,0005 0005,Dimarts,Dm,Laboral,2014,3,Mar‡,18,12,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582243,39","426715,39"
2014S000185,2,Eixample,6,la Sagrada Fam¡lia,90502,C•rsega,0590 0592,Divendres,Dv,Laboral,2014,1,Gener,10,8,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Negre,B,44,"4584624,99","431162,85"
2014S003952,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0469 0469,Dijous,Dj,Laboral,2014,5,Maig,29,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581480,03","429451,99"
2014S002748,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,Val_ncia,0101 0101,Divendres,Dv,Laboral,2014,4,Abril,11,23,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Negre,B,5,"4582147,98","429369,77"
2014S002887,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0796 0796,Dijous,Dj,Laboral,2014,4,Abril,17,16,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583700,34","431795,29"
2014S003022,3,Sants-Montju‹c,17,Sants - Badal,312400,Sants,0293 0293,Dimarts,Dm,Laboral,2014,4,Abril,22,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Vermell,Desconegut,Desconegut,"4581005,67","427283,82"
2014S001744,3,Sants-Montju‹c,15,Hostafrancs,94809,Creu Coberta,0053 0053,Diumenge,Dg,Laboral,2014,3,Mar‡,9,18,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Altres,Desconegut,Desconegut,"4580952,26","428705,11"
2014S004553,9,Sant Andreu,62,el Congr‚s i els Indians,121402,Felip II,0185 0185,Dijous,Dj,Laboral,2014,6,Juny,19,16,No ‚s causa del  vianant,Bicicleta,Desconegut,DAYUN,Negre,Desconegut,Desconegut,"4586470,86","431621,32"
2014S005350,10,Sant Mart¡,71,Proven‡als del Poblenou,30409,Bac de Roda,0125 0125,Divendres,Dv,Laboral,2014,7,Juliol,18,19,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Desconegut,Desconegut,Desconegut,"4584710,53","433342,42"
2014S004929,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Divendres,Dv,Laboral,2014,7,Juliol,4,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4583115,09","430794,13"
2014S005735,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Bes•s),120000,Dilluns,Dl,Laboral,2014,8,Agost,4,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4588470,27","433806,8"
2014S006500,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,701278,Taulat,0262 0264,Dimecres,Dc,Laboral,2014,9,Setembre,10,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584663,07","434680,75"
2014S005880,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputaci¢,0157 0157,Dilluns,Dl,Laboral,2014,8,Agost,11,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581949,01","429739,91"
2014S000648,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0095B0095B,Dimarts,Dm,Laboral,2014,1,Gener,28,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4581939,71","429505,68"
2014S005565,8,Nou Barris,45,Porta,256401,Pintor Alsamora,0001 0001,Diumenge,Dg,Laboral,2014,7,Juliol,27,11,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"4587485,43","431781,63"
