Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripciﾌ_ dia setmana,Dia setmana,Descripciﾌ_ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripciﾌ_ causa vianant,tipus de vehicle,Descripciﾌ_ model,Descripciﾌ_ marca,Descripciﾌ_ color,Descripciﾌ_ carnet,Antiguitat carnet,Coordenada UTM (X),Coordenada UTM (Y), Longitud, Latitut
2016S000757    ,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0082 0082,Dissabte,Ds,Laboral,2016,1,Gener,30,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431208,82","4582940,28",2.176005,41.393208
2016S005236    ,2,Eixample,6,la Sagrada Famﾌ_lia,191204,Mallorca,0422 0422,Dilluns,Dl,Laboral,2016,7,Juliol,4,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"431209,14","4584100,32",2.175885,41.403656
2016S009872    ,2,Eixample,5,el Fort Pienc,18505,Aragﾌ_,0430 0430,Dimecres,Dc,Laboral,2016,12,Desembre,21,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Blanc,Desconegut,Desconegut,"431222,31","4583737,82",2.176082,41.400388
2016S000934    ,2,Eixample,5,el Fort Pienc,89004,Consell de Cent,0450 0452,Divendres,Dv,Laboral,2016,2,Febrer,5,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431222,84","4583557,28",2.176102,41.398767
2016S000201    ,2,Eixample,6,la Sagrada Famﾌ_lia,144601,Diagonal,0310 0310,Diumenge,Dg,Laboral,2016,1,Gener,10,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"431224,71","4583797,6",2.176099,41.400928
2016S008276    ,2,Eixample,7,la Dreta de l'Eixample,286504,Roger de Flor,0109 0111,Dissabte,Ds,Laboral,2016,10,Octubre,29,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut,"431229,09","4583243,57",2.176222,41.395939
2016S002318    ,2,Eixample,5,el Fort Pienc,325005,Sicﾌ_lia,0169 0169,Dijous,Dj,Laboral,2016,3,Marﾌ､,24,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"431233,94","4583622,24",2.176226,41.399353
2016S005185    ,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0069 0069,Dissabte,Ds,Laboral,2016,7,Juliol,2,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431240,01","4583009,24",2.17638,41.393833
2016S008038    ,2,Eixample,6,la Sagrada Famﾌ_lia,289105,Rossellﾌ_,0493 0493,Dissabte,Ds,Laboral,2016,10,Octubre,22,2,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431243,36","4584545,63",2.176241,41.407667
2016S009212    ,2,Eixample,6,la Sagrada Famﾌ_lia,350308,Valﾌｬncia,0441 0441,Dimecres,Dc,Laboral,2016,11,Novembre,30,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431248,17","4583986,83",2.176364,41.402633
2016S007673    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0036 0036,Dissabte,Ds,Laboral,2016,10,Octubre,8,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"431259,08","4582114,77",2.176709,41.385773
2016S001847    ,2,Eixample,6,la Sagrada Famﾌ_lia,73900,Castillejos,0292 0292,Dimarts,Dm,Laboral,2016,3,Marﾌ､,8,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431260,38","4584590,01",2.176439,41.408074
2016S005978    ,2,Eixample,7,la Dreta de l'Eixample,309406,Sant Pere,0052 0052,Divendres,Dv,Laboral,2016,7,Juliol,22,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"431261,3","4582612,95",2.176676,41.390259
2016S004370    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,303705,Sant Jaume,0004 0004,Diumenge,Dg,Laboral,2016,6,Juny,5,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"431263,58","4581784,85",2.176794,41.382801
2016S001145    ,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0092B0092B,Dissabte,Ds,Laboral,2016,2,Febrer,13,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431270,42","4582985,12",2.176741,41.393619
2016S003445    ,2,Eixample,5,el Fort Pienc,325005,Sicﾌ_lia,0165 0167,Dijous,Dj,Laboral,2016,5,Maig,5,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431273,72","4583581,28",2.176709,41.398987
2016S008406    ,2,Eixample,6,la Sagrada Famﾌ_lia,268003,Provenﾌ､a,0481 0481,Dijous,Dj,Laboral,2016,11,Novembre,3,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"431285,82","4584397,37",2.17676,41.406338
2016S001457    ,2,Eixample,5,el Fort Pienc,76807,Sardenya,0241 0243,Dimecres,Dc,Laboral,2016,2,Febrer,24,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431289,86","4583755,69",2.176881,41.400556
2016S000821    ,1,Ciutat Vella,1,el Raval,700025,Josep Carner,0027 0027,Dimarts,Dm,Laboral,2016,2,Febrer,2,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431291,88","4580896,02",2.17723,41.374806
2016S006808    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,303705,Sant Jaume,0008 0008,Dimecres,Dc,Laboral,2016,9,Setembre,7,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431316,76","4581776,05",2.177429,41.382734
2016S005278    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0685 0685,Dimecres,Dc,Laboral,2016,7,Juliol,6,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431326,98","4583318,02",2.177373,41.396623
2016S003185    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,269108,Portal de la Pau,0005 0005,Dimecres,Dc,Laboral,2016,4,Abril,27,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431339,87","4581091,78",2.177781,41.376566
2016S003185    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,269108,Portal de la Pau,0005 0005,Dimecres,Dc,Laboral,2016,4,Abril,27,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431339,87","4581091,78",2.177781,41.376566
2016S002287    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,164802,Jaume I,0011 0011,Dimecres,Dc,Laboral,2016,3,Marﾌ､,23,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"431353,56","4581841,74",2.177864,41.383322
2016S009361    ,2,Eixample,6,la Sagrada Famﾌ_lia,73900,Castillejos,0272 0272,Dijous,Dj,Laboral,2016,12,Desembre,1,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431354,38","4584494,3",2.177575,41.407217
2016S006031    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0722 0722,Dilluns,Dl,Laboral,2016,8,Agost,1,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"431362,1","4583276,86",2.177809,41.396248
2016S000353    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0023 0023,Divendres,Dv,Laboral,2016,1,Gener,15,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"431364,12","4582888,89",2.177877,41.392753
2016S006519    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0023 0023,Divendres,Dv,Laboral,2016,8,Agost,26,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431364,12","4582888,89",2.177877,41.392753
2016S010082    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0269 0275,Dijous,Dj,Laboral,2016,12,Desembre,29,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"431364,79","4583788,36",2.177774,41.400859
2016S010082    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0269 0275,Dijous,Dj,Laboral,2016,12,Desembre,29,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,CONOR,Negre,Desconegut,Desconegut,"431364,79","4583788,36",2.177774,41.400859
2016S007668    ,2,Eixample,6,la Sagrada Famﾌ_lia,197302,Marina,0214 0214,Dissabte,Ds,Laboral,2016,10,Octubre,8,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"431368,9","4583936,01",2.177806,41.402193
2016S000089    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,164802,Jaume I,0015 0015,Dimarts,Dm,Laboral,2016,1,Gener,5,14,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431370,14","4581858,12",2.178065,41.383477
2016S002130    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",207803,Mﾌｩndez Nﾌｼﾌｱez,0003 0005,Dijous,Dj,Laboral,2016,3,Marﾌ､,17,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431377,54","4582518,31",2.178074,41.389422
2016S006295    ,2,Eixample,5,el Fort Pienc,89004,Consell de Cent,0482 0482,Dissabte,Ds,Laboral,2016,8,Agost,13,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431381,55","4583708,19",2.177987,41.40014
2016S006959    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0015 0015,Dimarts,Dm,Laboral,2016,9,Setembre,13,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431388,01","4582868,31",2.178166,41.392575
2016S006959    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0015 0015,Dimarts,Dm,Laboral,2016,9,Setembre,13,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431388,01","4582868,31",2.178166,41.392575
2016S008698    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,177101,Laietana,0025 0025,Dissabte,Ds,Laboral,2016,11,Novembre,12,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431395,86","4581927,05",2.178356,41.3841
2016S003031    ,2,Eixample,5,el Fort Pienc,225500,Nﾌﾊpols,0133 0137,Dijous,Dj,Laboral,2016,4,Abril,21,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431406,23","4583253,25",2.178338,41.396044
2016S004373    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,701266,Litoral (Llobregat),1070000,Diumenge,Dg,Laboral,2016,6,Juny,5,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431410,4","4581077,37",2.178632,41.376446
2016S010132    ,2,Eixample,5,el Fort Pienc,197302,Marina,0203 0203,Dissabte,Ds,Laboral,2016,12,Desembre,31,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431413,87","4583799,89",2.178359,41.400963
2016S002391    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0705 0705,Dimarts,Dm,Laboral,2016,3,Marﾌ､,29,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431419,04","4583405,28",2.178476,41.397414
2016S002540    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0732 0732,Dilluns,Dl,Laboral,2016,4,Abril,4,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431428,46","4583342,11",2.178591,41.396848
2016S005896    ,2,Eixample,6,la Sagrada Famﾌ_lia,178308,Lepant,0233 0233,Dimecres,Dc,Laboral,2016,7,Juliol,27,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431430,85","4584012,38",2.178539,41.402882
2016S006997    ,2,Eixample,5,el Fort Pienc,325005,Sicﾌ_lia,0206 0206,Dijous,Dj,Laboral,2016,9,Setembre,15,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"431437,05","4583445,04",2.178687,41.397776
2016S000679    ,2,Eixample,6,la Sagrada Famﾌ_lia,238400,Padilla,0220 0222,Dimecres,Dc,Laboral,2016,1,Gener,27,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431444,42","4584211,88",2.178683,41.404676
2016S003269    ,2,Eixample,5,el Fort Pienc,197302,Marina,0201 0201,Divendres,Dv,Laboral,2016,4,Abril,29,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431448,68","4583761,42",2.178782,41.400623
2016S006460    ,2,Eixample,6,la Sagrada Famﾌ_lia,268003,Provenﾌ､a,0528 0528,Dimarts,Dm,Laboral,2016,8,Agost,23,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"431453,12","4584528,29",2.178755,41.407532
2016S004591    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0709 0709,Dilluns,Dl,Laboral,2016,6,Juny,13,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"431462,27","4583447,32",2.178985,41.397796
2016S008892    ,2,Eixample,5,el Fort Pienc,305100,Sant Joan,0018 0018,Divendres,Dv,Laboral,2016,11,Novembre,18,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431462,27","4582866,51",2.179051,41.392564
2016S004972    ,2,Eixample,6,la Sagrada Famﾌ_lia,18505,Aragﾌ_,0459 0461,Dijous,Dj,Laboral,2016,6,Juny,23,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431470,14","4584031,24",2.179015,41.403057
2016S007296    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",128900,Fonollar,0011 0011,Dissabte,Ds,Laboral,2016,9,Setembre,24,22,Altres,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431485,32","4582234,43",2.179398,41.386873
2016S004845    ,2,Eixample,5,el Fort Pienc,197302,Marina,0191 0191,Dilluns,Dl,Laboral,2016,6,Juny,20,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431493,25","4583717,99",2.179326,41.400231
2016S009310    ,2,Eixample,5,el Fort Pienc,197302,Marina,0191 0191,Divendres,Dv,Laboral,2016,12,Desembre,2,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"431493,25","4583717,99",2.179326,41.400231
2016S006036    ,2,Eixample,5,el Fort Pienc,100800,Diputaciﾌ_,0445 0447,Dilluns,Dl,Laboral,2016,8,Agost,1,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431511,16","4583683,87",2.179545,41.399926
2016S004495    ,2,Eixample,6,la Sagrada Famﾌ_lia,109101,Enamorats,0009 0009,Dijous,Dj,Laboral,2016,6,Juny,9,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431516,51","4583914,95",2.179578,41.402007
2016S006316    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,701266,Litoral (Llobregat),1050000,Diumenge,Dg,Laboral,2016,8,Agost,14,23,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431520,59","4581243,79",2.179929,41.377951
2016S000849    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,0261 0261,Dimarts,Dm,Laboral,2016,2,Febrer,2,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431534,14","4583843,14",2.179802,41.401369
2016S005275    ,2,Eixample,5,el Fort Pienc,71600,Casp,0150 0150,Dimecres,Dc,Laboral,2016,7,Juliol,6,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431542,96","4583267,07",2.179963,41.396182
2016S002310    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0012 0012,Dijous,Dj,Laboral,2016,3,Marﾌ､,24,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"431547,8","4581802,88",2.180188,41.382988
2016S007914    ,2,Eixample,5,el Fort Pienc,100800,Diputaciﾌ_,0449 0451,Dimarts,Dm,Laboral,2016,10,Octubre,18,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431564,07","4583735,16",2.180173,41.400399
2016S002499    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",217501,Montcada,0005 0005,Divendres,Dv,Laboral,2016,4,Abril,1,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431570,58","4582073,55",2.180433,41.38543
2016S005213    ,2,Eixample,5,el Fort Pienc,197302,Marina,0169 0175,Dilluns,Dl,Laboral,2016,7,Juliol,4,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"431599,81","4583608,29",2.180606,41.399258
2016S005267    ,2,Eixample,5,el Fort Pienc,197302,Marina,0169 0175,Dimarts,Dm,Laboral,2016,7,Juliol,5,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"431599,81","4583608,29",2.180606,41.399258
2016S010088    ,2,Eixample,5,el Fort Pienc,197302,Marina,0169 0175,Dimarts,Dm,Laboral,2016,12,Desembre,27,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,RENAULT,Blanc,Desconegut,Desconegut,"431599,81","4583608,29",2.180606,41.399258
2016S006841    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0770 0772,Dijous,Dj,Laboral,2016,9,Setembre,8,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431608,84","4583518,48",2.180724,41.398448
2016S003861    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0778 0778,Divendres,Dv,Laboral,2016,5,Maig,20,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431638,38","4583547,34",2.181079,41.398712
2016S003822    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,82901,Colom,0002 0002,Dimecres,Dc,Laboral,2016,5,Maig,18,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431645,6","4581571,11",2.181386,41.380915
2016S001995    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,82901,Colom,0002 0002,Dissabte,Ds,Laboral,2016,3,Marﾌ､,12,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431645,6","4581571,11",2.181386,41.380915
2016S006705    ,2,Eixample,5,el Fort Pienc,100800,Diputaciﾌ_,0473 0473,Dissabte,Ds,Laboral,2016,9,Setembre,3,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Marrﾌ_,Desconegut,Desconegut,"431650,96","4583825,37",2.181191,41.401217
2016S008259    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,82901,Colom,0001 0001,Dissabte,Ds,Laboral,2016,10,Octubre,29,5,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431653,05","4581582,76",2.181481,41.381015
2016S008692    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,82901,Colom,0001 0001,Dissabte,Ds,Laboral,2016,11,Novembre,12,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"431653,05","4581582,76",2.181481,41.381015
2016S004117    ,2,Eixample,6,la Sagrada Famﾌ_lia,89004,Consell de Cent,0537 0537,Diumenge,Dg,Laboral,2016,5,Maig,29,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"431660,26","4584015,15",2.18129,41.402929
2016S002915    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,18006,Antonio Lﾌ_pez,9999 9999,Diumenge,Dg,Laboral,2016,4,Abril,17,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431667,48","4581603,06",2.181646,41.381205
2016S007669    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18006,Antonio Lﾌ_pez,0002 0002,Dissabte,Ds,Laboral,2016,10,Octubre,8,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"431673,99","4581683,49",2.181708,41.381927
2016S007993    ,2,Eixample,5,el Fort Pienc,197302,Marina,0178 0178,Dijous,Dj,Laboral,2016,10,Octubre,20,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"431696,02","4583592,71",2.181768,41.399122
2016S002402    ,2,Eixample,5,el Fort Pienc,197302,Marina,0178 0178,Dimecres,Dc,Laboral,2016,3,Marﾌ､,30,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431696,02","4583592,71",2.181768,41.399122
2016S009232    ,2,Eixample,5,el Fort Pienc,197302,Marina,0153 0153,Dijous,Dj,Laboral,2016,12,Desembre,1,1,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431712,63","4583492,04",2.181971,41.398223
2016S005843    ,2,Eixample,5,el Fort Pienc,100800,Diputaciﾌ_,0483 0483,Dilluns,Dl,Laboral,2016,7,Juliol,25,15,No ﾌｩs causa del  vianant,Bicicleta,AFX,CONOR,Negre,Desconegut,Desconegut,431714,"4583876,85",2.181951,41.401682
2016S005843    ,2,Eixample,5,el Fort Pienc,100800,Diputaciﾌ_,0483 0483,Dilluns,Dl,Laboral,2016,7,Juliol,25,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,431714,"4583876,85",2.181951,41.401682
2016S008949    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0187 0187,Dilluns,Dl,Laboral,2016,11,Novembre,21,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431715,8","4583900,16",2.18196,41.401898
2016S006254    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0004 0004,Dijous,Dj,Laboral,2016,8,Agost,11,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,CONOR,Desconegut,Desconegut,Desconegut,"431727,33","4582345,83",2.18228,41.387894
2016S002091    ,2,Eixample,6,la Sagrada Famﾌ_lia,18505,Aragﾌ_,0498 0498,Dimecres,Dc,Laboral,2016,3,Marﾌ､,16,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431746,56","4584235,09",2.182294,41.404918
2016S007087    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0003 0003,Diumenge,Dg,Laboral,2016,9,Setembre,18,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431750,48","4582418,96",2.182546,41.388553
2016S004649    ,1,Ciutat Vella,2,el Barri Gﾌ_tic,701266,Litoral (Llobregat),1010000,Dimecres,Dc,Laboral,2016,6,Juny,1,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431758,8","4581564,54",2.182738,41.380862
2016S005382    ,2,Eixample,5,el Fort Pienc,197302,Marina,0139 0139,Dissabte,Ds,Laboral,2016,7,Juliol,9,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431808,02","4583392,71",2.18313,41.39733
2016S001664    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquﾌｬs de l'Argentera,0001 0001,Dimecres,Dc,Laboral,2016,3,Marﾌ､,2,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431836,96","4581836,63",2.18364,41.383318
2016S006658    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",137606,Fusina,0013 0013,Dijous,Dj,Laboral,2016,9,Setembre,1,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431838,35","4582225,41",2.183621,41.386822
2016S006658    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",137606,Fusina,0013 0013,Dijous,Dj,Laboral,2016,9,Setembre,1,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431838,35","4582225,41",2.183621,41.386822
2016S005883    ,2,Eixample,5,el Fort Pienc,197302,Marina,0131B0133,Dimecres,Dc,Laboral,2016,7,Juliol,27,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431864,58","4583334,55",2.183807,41.396813
2016S005883    ,2,Eixample,5,el Fort Pienc,197302,Marina,0131B0133,Dimecres,Dc,Laboral,2016,7,Juliol,27,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"431864,58","4583334,55",2.183807,41.396813
2016S006905    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0161 0161,Dilluns,Dl,Laboral,2016,9,Setembre,12,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,431899,"4583719,47",2.184182,41.400283
2016S006931    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0161 0161,Dilluns,Dl,Laboral,2016,9,Setembre,12,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,431899,"4583719,47",2.184182,41.400283
