Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripciﾌ_ dia setmana,Dia setmana,Descripciﾌ_ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripciﾌ_ causa vianant,tipus de vehicle,Descripciﾌ_ model,Descripciﾌ_ marca,Descripciﾌ_ color,Descripciﾌ_ carnet,Antiguitat carnet,Coordenada UTM (X),Coordenada UTM (Y), Longitud, Latitut
2016S006154    ,3,Sants-Montjuﾌ,14,la Font de la Guatlla,169409,Corts Catalanes,0284 0284,Diumenge,Dg,Laboral,2016,8,Agost,7,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428603,46","4580576,63",2.145127,41.371689
2016S009419    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0303 0303,Dimecres,Dc,Laboral,2016,12,Desembre,7,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428611,49","4582476,84",2.144998,41.388803
2016S004285    ,3,Sants-Montjuﾌ,11,el Poble Sec,700795,Foixarda,0028X0028X,Dijous,Dj,Laboral,2016,6,Juny,2,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428621,05","4579875,86",2.145424,41.365377
2016S004285    ,3,Sants-Montjuﾌ,11,el Poble Sec,700795,Foixarda,0028X0028X,Dijous,Dj,Laboral,2016,6,Juny,2,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"428621,05","4579875,86",2.145424,41.365377
2016S006619    ,3,Sants-Montjuﾌ,15,Hostafrancs,308200,Sant Nicolau,0017U0017U,Dimecres,Dc,Laboral,2016,8,Agost,31,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"428643,88","4581272,19",2.145523,41.377962
2016S003417    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entenﾌ､a,0164 0164,Dimecres,Dc,Laboral,2016,5,Maig,4,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"428669,11","4581877,5",2.145763,41.383413
2016S009906    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0288 0288,Dijous,Dj,Laboral,2016,12,Desembre,22,18,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"428672,32","4582835,69",2.145685,41.392041
2016S001990    ,3,Sants-Montjuﾌ,15,Hostafrancs,169409,Corts Catalanes,0327 0327,Dissabte,Ds,Laboral,2016,3,Marﾌ､,12,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"428674,9","4580719,38",2.145959,41.372984
2016S002210    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0286 0286,Dissabte,Ds,Laboral,2016,3,Marﾌ､,19,23,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428682,53","4582825,24",2.145806,41.391952
2016S000254    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calﾌﾊbria,0247 0247,Dimarts,Dm,Laboral,2016,1,Gener,12,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428697,69","4582193,96",2.14606,41.386261
2016S006978    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0283 0283,Dimecres,Dc,Laboral,2016,9,Setembre,14,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"428709,64","4582376,8",2.146182,41.387911
2016S002794    ,3,Sants-Montjuﾌ,15,Hostafrancs,94809,Creu Coberta,0042 0042,Dimecres,Dc,Laboral,2016,4,Abril,13,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DAHON,Desconegut,Desconegut,Desconegut,"428723,75","4580974,96",2.146515,41.375285
2016S006406    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragﾌ_,0019 0019,Dissabte,Ds,Laboral,2016,8,Agost,20,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"428747,45","4581351,52",2.146757,41.378682
2016S005078    ,3,Sants-Montjuﾌ,14,la Font de la Guatlla,96906,Dﾌﾊlia,0005 0005,Dimarts,Dm,Laboral,2016,6,Juny,28,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"428764,81","4580357,78",2.147077,41.369731
2016S000542    ,3,Sants-Montjuﾌ,15,Hostafrancs,331507,Tarragona,0103 0115,Divendres,Dv,Laboral,2016,1,Gener,22,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"428779,12","4581124,02",2.147167,41.376641
2016S005284    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0262 0262,Dimecres,Dc,Laboral,2016,7,Juliol,6,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"428783,99","4582721,66",2.147026,41.391025
2016S000695    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0049 0049,Dijous,Dj,Laboral,2016,1,Gener,28,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"428784,03","4581768,98",2.147151,41.382441
2016S003792    ,3,Sants-Montjuﾌ,15,Hostafrancs,45803,Bordeta,0002U0002U,Dimecres,Dc,Laboral,2016,5,Maig,18,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"428799,03","4580841,09",2.147439,41.374094
2016S004440    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provenﾌ､a,0074 0074,Dimarts,Dm,Laboral,2016,6,Juny,7,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428812,2","4581943,83",2.147465,41.38402
2016S004440    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provenﾌ､a,0074 0074,Dimarts,Dm,Laboral,2016,6,Juny,7,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428812,2","4581943,83",2.147465,41.38402
2016S000576    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provenﾌ､a,0074 0074,Dissabte,Ds,Laboral,2016,1,Gener,23,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"428812,2","4581943,83",2.147465,41.38402
2016S004663    ,3,Sants-Montjuﾌ,11,el Poble Sec,207304,Mﾌｬxic,0001 0001,Dimecres,Dc,Laboral,2016,6,Juny,15,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"428816,26","4580773,89",2.14765,41.373483
2016S000234    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,Parﾌ_s,0113 0115,Dimarts,Dm,Laboral,2016,1,Gener,12,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,428842,"4582566,74",2.14775,41.389634
2016S000331    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0252 0254,Divendres,Dv,Laboral,2016,1,Gener,15,8,No ﾌｩs causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"428842,01","4582662,57",2.147739,41.390498
2016S005363    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0461 0461,Divendres,Dv,Laboral,2016,7,Juliol,8,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Beige,Desconegut,Desconegut,"428847,47","4582974,55",2.147762,41.393309
2016S005363    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0461 0461,Divendres,Dv,Laboral,2016,7,Juliol,8,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"428847,47","4582974,55",2.147762,41.393309
2016S001038    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0455 0459,Dimarts,Dm,Laboral,2016,2,Febrer,9,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428859,23","4582978,36",2.147905,41.393346
2016S005360    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0168 0168,Divendres,Dv,Laboral,2016,7,Juliol,8,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,MBK,Gris,Desconegut,Desconegut,"428877,6",4581863,2.148252,41.383305
2016S008543    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,Parﾌ_s,0117 0119,Dimarts,Dm,Laboral,2016,11,Novembre,8,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428903,34","4582627,21",2.148473,41.390189
2016S003463    ,3,Sants-Montjuﾌ,11,el Poble Sec,114000,Espanya,0003 0004,Dijous,Dj,Laboral,2016,5,Maig,5,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"428903,72","4580823,58",2.148685,41.373941
2016S004646    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputaciﾌ_,0002D0002D,Dimecres,Dc,Laboral,2016,6,Juny,15,8,Altres,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428925,59","4581119,84",2.148913,41.376609
2016S010047    ,3,Sants-Montjuﾌ,11,el Poble Sec,198702,Francesc Ferrer i Guﾌﾊrdia,0009 0011,Dimecres,Dc,Laboral,2016,12,Desembre,28,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428951,34","4580345,2",2.149315,41.36964
2016S009036    ,2,Eixample,9,la Nova Esquerra de l'Eixample,114000,Espanya,0009 0009,Dijous,Dj,Laboral,2016,11,Novembre,24,20,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,ORBEA,Desconegut,Desconegut,Desconegut,"428963,19","4581018,4",2.149379,41.375702
2016S003494    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0223 0225,Divendres,Dv,Laboral,2016,5,Maig,6,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429015,92","4583023,02",2.149766,41.393765
2016S002109    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0092 0092,Dimecres,Dc,Laboral,2016,3,Marﾌ､,16,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429033,26","4581849,96",2.150119,41.383193
2016S004492    ,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Vilamarﾌ_,0062 0070,Dijous,Dj,Laboral,2016,6,Juny,9,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,MONTY,Blanc,Desconegut,Desconegut,"429041,25","4581306,05",2.150278,41.378303
2016S003238    ,2,Eixample,9,la Nova Esquerra de l'Eixample,87009,Comte Borrell,0235 0239,Dijous,Dj,Laboral,2016,4,Abril,28,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"429041,57","4582229,96",2.15017,41.386616
2016S003546    ,2,Eixample,10,Sant Antoni,114000,Espanya,0001 0001,Dilluns,Dl,Laboral,2016,5,Maig,9,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429044,34","4580985,15",2.150352,41.375412
2016S005519    ,3,Sants-Montjuﾌ,11,el Poble Sec,114000,Espanya,0002 0002,Dimecres,Dc,Laboral,2016,7,Juliol,13,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blau,Desconegut,Desconegut,"429051,25","4580883,36",2.150447,41.374494
2016S006474    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0387 0391,Dimecres,Dc,Laboral,2016,8,Agost,24,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"429061,38","4581106,13",2.150541,41.376503
2016S008527    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres,0090 0090,Dimarts,Dm,Laboral,2016,11,Novembre,8,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429067,04","4582944,25",2.150397,41.393058
2016S005445    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0171 0171,Dilluns,Dl,Laboral,2016,7,Juliol,11,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429080,84","4582373,52",2.150619,41.387917
2016S005121    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0200 0200,Dijous,Dj,Laboral,2016,6,Juny,30,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429097,37","4582012,67",2.150865,41.384667
2016S002870    ,2,Eixample,10,Sant Antoni,198804,Paral裔lel,0196 0196,Divendres,Dv,Laboral,2016,4,Abril,15,19,No ﾌｩs causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,granate,Desconegut,Desconegut,"429106,54","4580966,65",2.151095,41.375246
2016S003348    ,2,Eixample,9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0096 0096,Dilluns,Dl,Laboral,2016,5,Maig,2,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"429133,12","4581510,74",2.151354,41.380148
2016S001859    ,2,Eixample,9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0103 0103,Dimarts,Dm,Laboral,2016,3,Marﾌ､,8,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,B,Desconegut,"429134,64","4581545,67",2.151362,41.380464
2016S003447    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0153 0153,Dijous,Dj,Laboral,2016,5,Maig,5,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"429135,9","4582317,48",2.151284,41.387417
2016S003447    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0153 0153,Dijous,Dj,Laboral,2016,5,Maig,5,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"429135,9","4582317,48",2.151284,41.387417
2016S000769    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provenﾌ､a,0142 0142,Dissabte,Ds,Laboral,2016,1,Gener,30,19,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"429148,45","4582274,87",2.151444,41.387031
2016S005251    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0408 0408,Dimarts,Dm,Laboral,2016,7,Juliol,5,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429170,58","4581128,4",2.151841,41.376711
2016S006608    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,Cﾌ_rsega,0211B0211B,Dimarts,Dm,Laboral,2016,8,Agost,30,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429206,45","4582736,46",2.152084,41.391197
2016S008826    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calﾌﾊbria,0143 0145,Dimecres,Dc,Laboral,2016,11,Novembre,16,20,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"429206,87","4581679,05",2.152207,41.381677
2016S010146    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0419 0419,Dissabte,Ds,Laboral,2016,12,Desembre,31,23,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"429210,02","4581242,99",2.152306,41.377741
2016S000843    ,3,Sants-Montjuﾌ,11,el Poble Sec,234001,Olﾌ_mpic,0002 0002,Dimarts,Dm,Laboral,2016,2,Febrer,2,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,CONOR,Desconegut,Desconegut,Desconegut,"429222,48","4579399,74",2.152665,41.361143
2016S006946    ,3,Sants-Montjuﾌ,11,el Poble Sec,234001,Olﾌ_mpic,0002 0002,Dimarts,Dm,Laboral,2016,9,Setembre,13,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,GIANTCO,Negre,Desconegut,Desconegut,"429222,48","4579399,74",2.152665,41.361143
2016S007092    ,3,Sants-Montjuﾌ,11,el Poble Sec,198804,Paral裔lel,0185 0185,Diumenge,Dg,Laboral,2016,9,Setembre,18,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"429230,37","4580912,7",2.152584,41.374771
2016S000738    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputaciﾌ_,0047 0047,Divendres,Dv,Laboral,2016,1,Gener,29,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,B,39,"429263,86","4581482,49",2.152912,41.379908
2016S004801    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calﾌﾊbria,0137 0137,Diumenge,Dg,Laboral,2016,6,Juny,19,11,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429266,6","4581617,93",2.152932,41.381124
2016S008167    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0433 0433,Dimecres,Dc,Laboral,2016,10,Octubre,26,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429276,5","4581308,03",2.153088,41.378342
2016S001115    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0157 0157,Dijous,Dj,Laboral,2016,2,Febrer,11,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"429300,07","4583115,3",2.153164,41.394619
2016S001115    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0157 0157,Dijous,Dj,Laboral,2016,2,Febrer,11,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429300,07","4583115,3",2.153164,41.394619
2016S002543    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0443 0443,Dilluns,Dl,Laboral,2016,4,Abril,4,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"429315,07","4581345,83",2.15355,41.378678
2016S007099    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragﾌ_,0123 0123,Dilluns,Dl,Laboral,2016,9,Setembre,19,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blau,Desconegut,Desconegut,"429318,72","4581910,39",2.15352,41.383767
2016S009528    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0125 0125,Dilluns,Dl,Laboral,2016,12,Desembre,12,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"429328,82","4582120,83",2.153615,41.38566
2016S001533    ,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,Valﾌｬncia,0099 0099,Divendres,Dv,Laboral,2016,2,Febrer,26,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"429331,3","4582108,64",2.153652,41.385552
2016S007748    ,2,Eixample,9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0144 0146,Dimarts,Dm,Laboral,2016,10,Octubre,11,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429337,56","4581710,95",2.15377,41.381968
2016S007236    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0449 0449,Dijous,Dj,Laboral,2016,9,Setembre,22,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"429339,87","4581385,53",2.153832,41.379041
2016S009187    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0148 0148,Dimarts,Dm,Laboral,2016,11,Novembre,29,19,No ﾌｩs causa del  vianant,Bicicleta,420,MONTY,Groc,Desconegut,Desconegut,"429360,16","4582531,86",2.15395,41.389364
2016S002673    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0123X0123X,Divendres,Dv,Laboral,2016,4,Abril,8,16,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429368,03","4582091,37",2.154097,41.385402
2016S009444    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputaciﾌ_,0071 0071,Dijous,Dj,Laboral,2016,12,Desembre,8,14,Creuar per fora pas de vianants,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"429383,32","4581599,39",2.154333,41.380972
2016S005693    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provenﾌ､a,0184 0184,Dimecres,Dc,Laboral,2016,7,Juliol,20,9,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"429383,6","4582503,12",2.154228,41.389114
2016S006050    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0448 0448,Dimarts,Dm,Laboral,2016,8,Agost,2,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"429392,3","4581345,41",2.154471,41.378685
2016S004651    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0115 0115,Dimecres,Dc,Laboral,2016,6,Juny,15,10,Altres,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"429414,95","4582032,83",2.154654,41.384875
2016S001925    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calﾌﾊbria,0099 0099,Dijous,Dj,Laboral,2016,3,Marﾌ､,10,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429415,27","4581465,79",2.154732,41.379768
2016S008992    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragﾌ_,0122 0122,Dimarts,Dm,Laboral,2016,11,Novembre,22,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"429429,77","4581987,84",2.154838,41.384471
2016S005553    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provenﾌ､a,0198 0198,Dijous,Dj,Laboral,2016,7,Juliol,14,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"429435,85","4582555,9",2.154844,41.389587
2016S009434    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provenﾌ､a,0198 0198,Dimecres,Dc,Laboral,2016,12,Desembre,7,22,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429435,85","4582555,9",2.154844,41.389587
2016S000272    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragﾌ_,0124 0124,Dimecres,Dc,Laboral,2016,1,Gener,13,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DAHON,Verd,Desconegut,Desconegut,"429437,14","4581993,24",2.154933,41.384525
2016S000341    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provenﾌ､a,0200 0200,Dijous,Dj,Laboral,2016,1,Gener,14,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429449,57","4582564,69",2.15501,41.389669
2016S006868    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0111B0111B,Divendres,Dv,Laboral,2016,9,Setembre,9,21,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429450,77","4581993,09",2.155089,41.384527
2016S007496    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,Cﾌ_rsega,0244 0244,Dilluns,Dl,Laboral,2016,10,Octubre,3,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"429454,6","4582943,54",2.155026,41.393083
2016S004895    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0111 0111,Dimarts,Dm,Laboral,2016,6,Juny,21,21,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429456,76","4581989,65",2.155161,41.384491
2016S002661    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,Valﾌｬncia,0123 0125,Divendres,Dv,Laboral,2016,4,Abril,8,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"429464,87","4582240,47",2.155227,41.386752
