Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S000654,10,Sant Martí,64,el Camp de l'Arpa del Clot,286300,Rogent,0051 0051,Dimarts,Dm,Laboral,2015,1,Gener,27,11,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584826,12","431819,65"
2015S008214,10,Sant Martí,65,el Clot,169409,Corts Catalanes,0871 0871,Diumenge,Dg,Laboral,2015,11,Novembre,1,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584523,33","432562,44"
2015S004248,10,Sant Martí,65,el Clot,209900,Meridiana,0198 0198,Dimecres,Dc,Laboral,2015,6,Juny,3,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,B,Desconegut,"4585230,06","432171,99"
2015S002213,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0027 0027,Dilluns,Dl,Laboral,2015,3,Març,23,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585285,75","432752,43"
2015S000664,10,Sant Martí,65,el Clot,1604,Sèquia Comtal,0016 0016,Dimarts,Dm,Laboral,2015,1,Gener,27,16,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584619,76","432170,35"
2015S004855,10,Sant Martí,73,la Verneda i la Pau,195409,Maresme,0262X0262X,Dimarts,Dm,Laboral,2015,6,Juny,23,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586050,42","433522,55"
2015S005037,10,Sant Martí,68,el Poblenou,270901,Pujades,0154 0154,Dimarts,Dm,Laboral,2015,6,Juny,30,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4583662,76","433105,16"
2015S000029,10,Sant Martí,68,el Poblenou,123601,Fernando Poo,0069 0069,Dissabte,Ds,Laboral,2015,1,Gener,3,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583662,58","433817,19"
2015S003786,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),710000,Dissabte,Ds,Laboral,2015,5,Maig,16,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583519,18","433984,65"
2015S003863,10,Sant Martí,67,la Vila Olímpica del Poblenou,186703,Llull,0028 0028,Dimarts,Dm,Laboral,2015,5,Maig,19,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582851,57","432438,57"
2015S008488,1,Ciutat Vella,1,el Raval,220200,Montserrat,0003 0003,Dimarts,Dm,Laboral,2015,11,Novembre,10,21,No és causa del  vianant,Bicicleta,Desconegut,GME (General Motors),Desconegut,Desconegut,Desconegut,"4581186,82","431084,26"
2015S006709,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona,0004 0004,Diumenge,Dg,Laboral,2015,9,Setembre,6,6,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581148,02","431174,39"
2015S005828,1,Ciutat Vella,1,el Raval,157909,Hospital,0124 0124,Dimarts,Dm,Laboral,2015,7,Juliol,28,20,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Vermell,Desconegut,Desconegut,"4581436,40","430459,31"
2015S006189,1,Ciutat Vella,1,el Raval,107707,Egipcíaques,0000 0000,Dilluns,Dl,Laboral,2015,8,Agost,10,7,No és causa del  vianant,Bicicleta,Lobular,ORBEA,Daurat,Desconegut,Desconegut,"4581577,23","430606,03"
2015S002967,1,Ciutat Vella,1,el Raval,51307,Bonsuccés,0009 0009,Dilluns,Dl,Laboral,2015,4,Abril,20,17,Creuar per fora pas de vianants,Bicicleta,Desconegut,GIANTCO,Gris,Desconegut,Desconegut,"4581948,76","430706,01"
2015S003618,1,Ciutat Vella,2,el Barri Gòtic,311000,Sant Sever,0005 0005,Dimarts,Dm,Laboral,2015,5,Maig,12,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581829,18","431153,99"
2015S002778,1,Ciutat Vella,2,el Barri Gòtic,144204,Ample,0020 0020,Dimarts,Dm,Laboral,2015,4,Abril,14,21,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4581479,92","431507,68"
2015S003476,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla,0130 0130,Dijous,Dj,Laboral,2015,5,Maig,7,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4581965,51","430787,49"
2015S001947,1,Ciutat Vella,2,el Barri Gòtic,278700,Rellotge,0003 0003,Dissabte,Ds,Laboral,2015,3,Març,14,0,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581486,21","431295,39"
2015S004514,1,Ciutat Vella,2,el Barri Gòtic,701265,Litoral (Besòs),1070000,Dijous,Dj,Laboral,2015,6,Juny,11,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581066,89","431424,77"
2015S009005,1,Ciutat Vella,2,el Barri Gòtic,701497,B-10 (Llobregat),1030000,Divendres,Dv,Laboral,2015,11,Novembre,27,17,Altres,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581413,57","431627,70"
2015S005041,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",2607,Duana,0006 0006,Dimarts,Dm,Laboral,2015,6,Juny,30,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581831,07","431968,74"
2015S006248,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",79306,Circumval·lació,0016 0016,Diumenge,Dg,Laboral,2015,8,Agost,16,23,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581983,13","432335,96"
2015S005417,1,Ciutat Vella,3,la Barceloneta,701104,Barceloneta,0000 0000,Dimarts,Dm,Laboral,2015,7,Juliol,14,7,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4581774,46","432583,00"
2015S008660,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",143405,General Castaños,0004 0004,Dimarts,Dm,Laboral,2015,11,Novembre,17,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581813,63","431923,84"
2015S004971,2,Eixample,10,Sant Antoni,127704,Floridablanca,0119I0121I,Dissabte,Ds,Laboral,2015,6,Juny,27,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581605,88","429982,81"
2015S000061,2,Eixample,10,Sant Antoni,285807,Rocafort,0058 0064,Dilluns,Dl,Laboral,2015,1,Gener,5,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581298,04","429422,99"
2015S002210,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0083 0083,Dilluns,Dl,Laboral,2015,3,Març,23,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582060,98","429282,55"
2015S006637,2,Eixample,9,la Nova Esquerra de l'Eixample,87009,Comte Borrell,0184A0184A,Dijous,Dj,Laboral,2015,9,Setembre,3,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582018,55","429277,89"
2015S000773,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença,0201 0201,Dissabte,Ds,Laboral,2015,1,Gener,31,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582821,04","429675,76"
2015S007691,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0023 0023,Dimarts,Dm,Laboral,2015,10,Octubre,13,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582354,11","430230,44"
2015S004552,2,Eixample,8,l'Antiga Esquerra de l'Eixample,209300,Valeri Serra,0015 0015,Divendres,Dv,Laboral,2015,6,Juny,12,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4582086,96","429844,33"
2015S004754,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,0135 0135,Divendres,Dv,Laboral,2015,6,Juny,19,17,No és causa del  vianant,Bicicleta,Desconegut,BH,Gris,Desconegut,Desconegut,"4582360,14","429395,55"
2015S001481,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació,0335 0335,Dijous,Dj,Laboral,2015,2,Febrer,26,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583086,26","430901,08"
2015S000501,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0003 0003,Dimecres,Dc,Laboral,2015,1,Gener,21,11,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583042,63","431214,23"
2015S004488,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0034S0034S,Dimecres,Dc,Laboral,2015,6,Juny,10,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582755,38","430467,19"
2015S007564,2,Eixample,7,la Dreta de l'Eixample,232902,Urquinaona,9999 9999,Dijous,Dj,Laboral,2015,10,Octubre,8,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582492,41","430964,86"
2015S007186,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0093 0093,Dijous,Dj,Laboral,2015,9,Setembre,24,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583258,70","430653,43"
2015S001619,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0057 0057,Dilluns,Dl,Laboral,2015,3,Març,2,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582965,59","430753,20"
2015S003214,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0057 0057,Dimarts,Dm,Laboral,2015,4,Abril,28,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582965,59","430753,20"
2015S003734,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0263 0263,Divendres,Dv,Laboral,2015,5,Maig,15,12,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,1,"4583268,17","429933,59"
2015S002668,2,Eixample,7,la Dreta de l'Eixample,-1,Desconegut,Desconegut,Divendres,Dv,Laboral,2015,4,Abril,10,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,-1,-1
2015S002668,2,Eixample,7,la Dreta de l'Eixample,-1,Desconegut,Desconegut,Divendres,Dv,Laboral,2015,4,Abril,10,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,-1,-1
2015S003444,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0066I0066I,Dimecres,Dc,Laboral,2015,5,Maig,6,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,18,"4582792,80","430136,63"
2015S004284,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0051 0051,Dijous,Dj,Laboral,2015,6,Juny,4,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582852,06","430218,24"
2015S001028,2,Eixample,6,la Sagrada Família,268003,Provença,0496 0496,Dimarts,Dm,Laboral,2015,2,Febrer,10,11,Altres,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4584404,46","431324,20"
2015S007143,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0023 0023,Dimarts,Dm,Laboral,2015,9,Setembre,22,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582644,09","430408,07"
2015S009180,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0424 0424,Dimecres,Dc,Laboral,2015,12,Desembre,2,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583424,39","430070,86"
2015S005854,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0265 0265,Dimecres,Dc,Laboral,2015,7,Juliol,29,19,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582891,50","430313,33"
2015S001426,2,Eixample,6,la Sagrada Família,268003,Provença,0443 0443,Dimarts,Dm,Laboral,2015,2,Febrer,24,14,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584181,55","431064,40"
2015S001118,2,Eixample,6,la Sagrada Família,90502,Còrsega,0514 0514,Divendres,Dv,Laboral,2015,2,Febrer,13,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4584289,42","430819,80"
2015S009599,2,Eixample,6,la Sagrada Família,197302,Marina,0257 0259,Dijous,Dj,Laboral,2015,12,Desembre,17,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4584213,00","431055,68"
2015S001640,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0818 0818,Dimarts,Dm,Laboral,2015,3,Març,3,9,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583793,84","431890,43"
2015S007711,2,Eixample,5,el Fort Pienc,238400,Padilla,0163 0163,Divendres,Dv,Laboral,2015,10,Octubre,9,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583729,35","431889,32"
2015S004626,2,Eixample,5,el Fort Pienc,209900,Meridiana,0033 0033,Dimarts,Dm,Laboral,2015,6,Juny,16,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583093,82","432085,18"
2015S006900,3,Sants-Montjuïc,11,el Poble Sec,116402,Estadi,0017 0017,Dilluns,Dl,Laboral,2015,9,Setembre,14,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580023,17","429016,83"
2015S005818,3,Sants-Montjuïc,13,la Marina de Port,124706,Ferrocarrils Catalans,0125 0125,Dimarts,Dm,Laboral,2015,7,Juliol,28,18,No és causa del  vianant,Bicicleta,Desconegut,BH,Desconegut,Desconegut,Desconegut,"4579565,82","428169,56"
2015S007407,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,0260 0262,Dissabte,Ds,Laboral,2015,10,Octubre,3,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4579489,00","428140,03"
2015S007925,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0196 0196,Dijous,Dj,Laboral,2015,10,Octubre,22,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4580237,04","428257,24"
2015S008876,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0121 0121,Dimarts,Dm,Laboral,2015,11,Novembre,24,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4579751,39","427647,50"
2015S005806,3,Sants-Montjuïc,18,Sants,312400,Sants,0212 0212,Dimarts,Dm,Laboral,2015,7,Juliol,28,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581022,23","427427,47"
2015S006836,4,Les Corts,19,les Corts,278903,Remei,0001 0001,Dijous,Dj,Laboral,2015,9,Setembre,10,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582241,88","427501,73"
2015S007932,4,Les Corts,20,la Maternitat i Sant Ramon,205604,Maternitat,0005 0005,Dijous,Dj,Laboral,2015,10,Octubre,22,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4581793,48","426849,39"
2015S008479,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,167550,Joan Llongueras,0000 0000,Dimarts,Dm,Laboral,2015,11,Novembre,10,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582888,94","428283,00"
2015S003502,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,167550,Joan Llongueras,0001 0001,Divendres,Dv,Laboral,2015,5,Maig,8,12,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582894,44","428193,69"
2015S008627,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,87304,Comte de Salvatierra,0000 0000,Dilluns,Dl,Laboral,2015,11,Novembre,16,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583305,39","429388,57"
2015S002058,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,0049 0049,Dimecres,Dc,Laboral,2015,3,Març,18,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583940,44","428970,21"
2015S004694,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41405,Bertrand i Serra,0023 0023,Dijous,Dj,Laboral,2015,6,Juny,18,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584040,90","427701,28"
2015S004986,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",354003,Vallvidrera a Barcelona,0065 0065,Diumenge,Dg,Laboral,2015,6,Juny,28,19,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4585517,84","426186,76"
2015S009969,6,Gràcia,31,la Vila de Gràcia,318407,Santa Tecla,0012 0012,Dimecres,Dc,Laboral,2015,12,Desembre,30,15,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4583459,06","429922,20"
2015S001911,7,Horta-Guinardó,43,Horta,219609,Mont-ral,0000 0000,Dijous,Dj,Laboral,2015,3,Març,12,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4587992,26","430109,78"
2015S000759,7,Horta-Guinardó,34,Can Baró,274902,Raimon Casellas,0004 0006,Dissabte,Ds,Laboral,2015,1,Gener,31,0,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585498,72","429804,38"
2015S004456,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,0127 0127,Dimarts,Dm,Laboral,2015,6,Juny,9,19,No és causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"4585478,57","431008,10"
2015S007493,8,Nou Barris,51,Verdun,239708,Pare Rodés,0011 0011,Dimarts,Dm,Laboral,2015,10,Octubre,6,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4588150,68","431152,84"
2015S000774,8,Nou Barris,52,la Prosperitat,43604,Boada,0020I0020I,Dissabte,Ds,Laboral,2015,1,Gener,31,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4588071,74","431514,33"
2015S005177,8,Nou Barris,52,la Prosperitat,131600,Formentera,0006 0008,Diumenge,Dg,Laboral,2015,7,Juliol,5,17,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Altres,Desconegut,Desconegut,"4588468,89","431967,45"
2015S007213,9,Sant Andreu,61,la Sagrera,125403,Filipines,0017 0019,Divendres,Dv,Laboral,2015,9,Setembre,25,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4586467,09","432199,89"
2015S007298,9,Sant Andreu,63,Navas,121402,Felip II,0079 0079,Dimarts,Dm,Laboral,2015,9,Setembre,29,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4585972,74","432106,52"
2015S000927,9,Sant Andreu,62,el Congrés i els Indians,57904,Campo Florido,0026 0028,Divendres,Dv,Laboral,2015,2,Febrer,6,10,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586074,22","431760,52"
2015S005558,9,Sant Andreu,63,Navas,241608,Palència,0034 0044,Dissabte,Ds,Laboral,2015,7,Juliol,18,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4585546,48","432298,39"
2015S005876,9,Sant Andreu,60,Sant Andreu,86108,Concepción Arenal,0225 0225,Dijous,Dj,Laboral,2015,7,Juliol,30,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4587105,20","431952,63"
2015S006567,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0570 0570,Dimarts,Dm,Laboral,2015,9,Setembre,1,7,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4584752,27","431875,12"
2015S007758,10,Sant Martí,65,el Clot,146902,Glòries Catalanes,0017X0017X,Dijous,Dj,Laboral,2015,10,Octubre,15,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584155,03","432069,63"
2015S004812,10,Sant Martí,65,el Clot,1604,Sèquia Comtal,0016 0016,Dilluns,Dl,Laboral,2015,6,Juny,22,8,Desobeir el senyal del semàfor,Bicicleta,Desconegut,RIEJU,Negre,Desconegut,Desconegut,"4584619,76","432170,35"
2015S009178,10,Sant Martí,70,el Besòs i el Maresme,94300,Cristóbal de Moura,0219 0223,Dimecres,Dc,Laboral,2015,12,Desembre,2,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4585412,40","434277,70"
2015S005736,10,Sant Martí,70,el Besòs i el Maresme,186703,Llull,0377 0377B,Divendres,Dv,Laboral,2015,7,Juliol,24,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4584886,01","434467,95"
2015S004555,10,Sant Martí,71,Provençals del Poblenou,42306,Bilbao,0191 0191,Divendres,Dv,Laboral,2015,6,Juny,12,20,No és causa del  vianant,Bicicleta,Desconegut,MONTY,Altres,Desconegut,Desconegut,"4584663,94","432831,69"
2015S001410,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,0194 0194,Dimarts,Dm,Laboral,2015,2,Febrer,24,9,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584827,03","433077,40"
2015S009538,10,Sant Martí,71,Provençals del Poblenou,200600,Marroc,0075 0081,Dimarts,Dm,Laboral,2015,12,Desembre,15,14,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4584681,96","433342,29"
2015S008326,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),2.30E+01,Dijous,Dj,Laboral,2015,11,Novembre,5,12,No és causa del  vianant,Bicicleta,Desconegut,BH,Blanc,Desconegut,Desconegut,"4583157,32","433716,26"
2015S007530,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,270901,Pujades,0339X0339X,Dimecres,Dc,Laboral,2015,10,Octubre,7,15,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4584548,76","433969,22"
2015S009409,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0036 0036,Divendres,Dv,Laboral,2015,12,Desembre,11,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583969,65","432163,26"
2015S001453,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0067 0067,Dimecres,Dc,Laboral,2015,2,Febrer,25,11,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583286,41","432679,27"
2015S006919,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),0000 0000,Dimarts,Dm,Laboral,2015,9,Setembre,15,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Beige,Desconegut,Desconegut,"4582786,07","433363,25"
2015S002961,10,Sant Martí,67,la Vila Olímpica del Poblenou,700661,Joan Miró,0004 0004,Dilluns,Dl,Laboral,2015,4,Abril,20,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582535,03","432892,07"
2015S004540,10,Sant Martí,67,la Vila Olímpica del Poblenou,700661,Joan Miró,0005 0005,Divendres,Dv,Laboral,2015,6,Juny,12,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582493,71","432874,98"
2015S004817,1,Ciutat Vella,1,el Raval,282605,Riereta,0004 0004,Dilluns,Dl,Laboral,2015,6,Juny,22,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581376,28","430446,14"
2015S008673,1,Ciutat Vella,1,el Raval,701097,Blanquerna,0000 0000,Dimarts,Dm,Laboral,2015,11,Novembre,17,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580933,19","431061,32"
2015S004810,1,Ciutat Vella,1,el Raval,86902,Nou de la Rambla,0008 0008,Dilluns,Dl,Laboral,2015,6,Juny,22,1,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4581382,60","431046,43"
2015S008967,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0010 0010,Dijous,Dj,Laboral,2015,11,Novembre,26,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581683,19","431783,99"
2015S001778,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,0004 0004,Dissabte,Ds,Laboral,2015,3,Març,7,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581893,65","431920,28"
2015S002044,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0020 0020,Dimecres,Dc,Laboral,2015,3,Març,18,1,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4581914,13","431446,42"
2015S004940,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0384 0390,Dissabte,Ds,Laboral,2015,6,Juny,20,1,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581025,21","429061,54"
2015S001486,2,Eixample,10,Sant Antoni,198804,Paral·lel,0184 0184,Dijous,Dj,Laboral,2015,2,Febrer,26,11,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4580958,68","429308,88"
2015S004363,2,Eixample,10,Sant Antoni,198407,Marquès de Campo Sagrado,0024 0024,Dissabte,Ds,Laboral,2015,6,Juny,6,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581073,84","430263,78"
