Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S003471,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0089 0089,Dijous,Dj,Laboral,2015,5,Maig,7,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581886,72","429557,73"
2015S001208,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0065 0065,Dimarts,Dm,Laboral,2015,2,Febrer,17,12,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582608,93","429981,39"
2015S004235,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0272 0272,Dimarts,Dm,Laboral,2015,6,Juny,2,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582444,26","430085,23"
2015S009909,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Vilamarí,0061 0061,Dilluns,Dl,Laboral,2015,12,Desembre,28,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581364,08","428954,10"
2015S001808,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0413 0413,Dilluns,Dl,Laboral,2015,3,Març,9,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581219,06","429185,13"
2015S006923,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0529 0529,Dimarts,Dm,Laboral,2015,9,Setembre,15,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581784,97","429763,77"
2015S008972,2,Eixample,8,l'Antiga Esquerra de l'Eixample,-1,Desconegut,Desconegut,Dijous,Dj,Laboral,2015,11,Novembre,26,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,-1,-1
2015S008889,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0153 0153,Dimarts,Dm,Laboral,2015,11,Novembre,24,19,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Desconegut,Desconegut,Desconegut,"4582713,30","429318,62"
2015S005873,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0260 0260,Dijous,Dj,Laboral,2015,7,Juliol,30,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582682,22","428822,47"
2015S007706,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0260 0260,Dimarts,Dm,Laboral,2015,10,Octubre,13,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583485,35","430190,39"
2015S002599,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0035 0035,Dimecres,Dc,Laboral,2015,4,Abril,8,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583219,68","431229,48"
2015S005471,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0336 0336,Dijous,Dj,Laboral,2015,7,Juliol,16,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583251,12","430725,63"
2015S003944,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0075 0075,Divendres,Dv,Laboral,2015,5,Maig,22,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4583442,43","430826,60"
2015S003535,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0657B0657B,Divendres,Dv,Laboral,2015,5,Maig,8,22,No és causa del  vianant,Bicicleta,Desconegut,BH,Gris,Desconegut,Desconegut,"4582991,13","430995,48"
2015S000819,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0077 0077,Dilluns,Dl,Laboral,2015,2,Febrer,2,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583157,72","430752,44"
2015S007252,2,Eixample,7,la Dreta de l'Eixample,104505,Domingo,0001 0001,Dilluns,Dl,Laboral,2015,9,Setembre,28,13,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4582879,96","430092,33"
2015S000142,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0204 0204,Dijous,Dj,Laboral,2015,1,Gener,8,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582985,67","429684,43"
2015S003577,2,Eixample,6,la Sagrada Família,73900,Castillejos,0187 0187,Diumenge,Dg,Laboral,2015,5,Maig,10,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584009,10","431792,37"
2015S005539,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0087 0087,Divendres,Dv,Laboral,2015,7,Juliol,17,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4583088,81","430002,08"
2015S004321,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0341 0341,Dijous,Dj,Laboral,2015,6,Juny,4,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582659,72","430274,11"
2015S004174,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0276 0276,Divendres,Dv,Laboral,2015,5,Maig,29,23,No és causa del  vianant,Bicicleta,Desconegut,DAHON,Blanc,Desconegut,Desconegut,"4583021,62","429910,73"
2015S003819,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0084 0084,Dilluns,Dl,Laboral,2015,5,Maig,18,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583102,49","430074,69"
2015S006671,2,Eixample,6,la Sagrada Família,292201,Sagrada Família,0001 0001,Divendres,Dv,Laboral,2015,9,Setembre,4,18,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583912,52","430950,17"
2015S009844,2,Eixample,6,la Sagrada Família,18505,Aragó,0423 0423,Divendres,Dv,Laboral,2015,12,Desembre,25,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4583850,43","431299,01"
2015S004638,2,Eixample,5,el Fort Pienc,89004,Consell de Cent,0513 0513,Dimarts,Dm,Laboral,2015,6,Juny,16,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583753,05","431392,18"
2015S002900,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0769 0769,Dissabte,Ds,Laboral,2015,4,Abril,18,10,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Taronja,Desconegut,Desconegut,"4583923,70","431945,88"
2015S002553,2,Eixample,5,el Fort Pienc,76807,Sardenya,0171 0171,Dilluns,Dl,Laboral,2015,4,Abril,6,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583414,92","431622,66"
2015S005378,2,Eixample,5,el Fort Pienc,209900,Meridiana,0033 0033,Diumenge,Dg,Laboral,2015,7,Juliol,12,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583093,82","432085,18"
2015S001841,2,Eixample,5,el Fort Pienc,209900,Meridiana,0033 0033,Dimarts,Dm,Laboral,2015,3,Març,10,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583093,82","432085,18"
2015S003852,2,Eixample,5,el Fort Pienc,225500,Nàpols,0144 0144,Dimarts,Dm,Laboral,2015,5,Maig,19,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583358,56","431333,93"
2015S005530,2,Eixample,5,el Fort Pienc,281307,Ribes,0051 0051,Dijous,Dj,Laboral,2015,7,Juliol,16,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583389,43","431748,96"
2015S007863,2,Eixample,5,el Fort Pienc,178308,Lepant,0159 0159,Dilluns,Dl,Laboral,2015,10,Octubre,19,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583600,48","431830,63"
2015S001931,2,Eixample,5,el Fort Pienc,-1,Desconegut,Desconegut,Divendres,Dv,Laboral,2015,3,Març,13,15,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,-1,-1
2015S005815,3,Sants-Montjuïc,11,el Poble Sec,288408,Roser,0029 0029,Dimarts,Dm,Laboral,2015,7,Juliol,28,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580751,29","430415,72"
2015S001432,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,0191 0191,Dimarts,Dm,Laboral,2015,2,Febrer,24,18,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"4580912,70","429230,37"
2015S006026,3,Sants-Montjuïc,11,el Poble Sec,116402,Estadi,0002 0002,Dimecres,Dc,Laboral,2015,8,Agost,5,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4579968,91","428570,92"
2015S006791,3,Sants-Montjuïc,13,la Marina de Port,151006,Guadalete,0000 0000,Dimecres,Dc,Laboral,2015,9,Setembre,9,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4579789,58","428219,01"
2015S009681,3,Sants-Montjuïc,15,Hostafrancs,178807,Leiva,0033 0033,Dissabte,Ds,Laboral,2015,12,Desembre,19,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4580816,14","428539,14"
2015S005010,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0325 0325,Dilluns,Dl,Laboral,2015,6,Juny,29,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580714,13","428669,55"
2015S009189,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0333 0333,Dijous,Dj,Laboral,2015,12,Desembre,3,11,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580743,39","428699,58"
2015S007637,3,Sants-Montjuïc,15,Hostafrancs,309508,Sant Pere d'Abanto,0000 0000,Diumenge,Dg,Laboral,2015,10,Octubre,11,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580594,81","428429,80"
2015S007933,4,Les Corts,19,les Corts,100107,Deu i Mata,0125 0125,Dijous,Dj,Laboral,2015,10,Octubre,22,11,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4582631,01","428079,86"
2015S003425,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0261 0263,Dimecres,Dc,Laboral,2015,5,Maig,6,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583469,23","427539,42"
2015S002983,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0342 0342,Dimarts,Dm,Laboral,2015,4,Abril,21,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583766,40","426849,30"
2015S002406,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,0015 0015,Dilluns,Dl,Laboral,2015,3,Març,30,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4585013,13","427871,16"
2015S006207,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",58598,Can Castellví,0020 0020,Divendres,Dv,Laboral,2015,8,Agost,14,9,No és causa del  vianant,Bicicleta,Desconegut,KTM,Negre,Desconegut,Desconegut,"4586019,95","423577,48"
2015S000939,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",335654,Vallvidrera al Tibidabo,0100 0100,Divendres,Dv,Laboral,2015,2,Febrer,6,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586443,74","426494,69"
2015S008613,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",335654,Vallvidrera al Tibidabo,0038 0038,Diumenge,Dg,Laboral,2015,11,Novembre,15,3,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585812,24","426350,07"
2015S000238,6,Gràcia,30,la Salut,320205,Santuari St Josep Muntanya,0036 0036,Dilluns,Dl,Laboral,2015,1,Gener,12,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4585071,98","429277,73"
2015S005613,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,161407,Indústria,0024 0024,Dimarts,Dm,Laboral,2015,7,Juliol,21,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584054,74","430393,83"
2015S002496,7,Horta-Guinardó,39,Sant Genís dels Agudells,295108,Samaria,0008 0008,Dijous,Dj,Laboral,2015,4,Abril,2,17,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"4586230,57","428129,08"
2015S002253,7,Horta-Guinardó,39,Sant Genís dels Agudells,326008,Sinaí,0016 0016,Dimarts,Dm,Laboral,2015,3,Març,24,21,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Taronja,Desconegut,Desconegut,"4586509,58","428049,23"
2015S002334,7,Horta-Guinardó,43,Horta,219609,Mont-ral,0000 0000,Divendres,Dv,Laboral,2015,3,Març,27,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4587992,26","430109,78"
2015S002185,8,Nou Barris,48,la Guineueta,351901,Valldaura,0166C0166C,Diumenge,Dg,Laboral,2015,3,Març,22,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587917,96","430536,50"
2015S000275,8,Nou Barris,52,la Prosperitat,23200,Argullós,0047 0047,Dimarts,Dm,Laboral,2015,1,Gener,13,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4588209,87","431809,21"
2015S008449,8,Nou Barris,45,Porta,319104,Santapau,0057 0057,Dilluns,Dl,Laboral,2015,11,Novembre,9,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4587138,15","431493,81"
2015S006679,9,Sant Andreu,61,la Sagrera,156509,Hondures,0076 0076,Divendres,Dv,Laboral,2015,9,Setembre,4,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586115,87","432187,25"
2015S004023,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,0121 0121,Dilluns,Dl,Laboral,2015,5,Maig,25,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4586240,32","431983,12"
2015S004598,9,Sant Andreu,63,Navas,152938,Torrent de la Guineu,0110 0110,Diumenge,Dg,Laboral,2015,6,Juny,14,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585550,38","432220,48"
2015S007871,9,Sant Andreu,63,Navas,43900,Bofarull,0048 0048,Dimarts,Dm,Laboral,2015,10,Octubre,20,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4585714,81","432320,91"
2015S007602,9,Sant Andreu,60,Sant Andreu,164405,Jacint Guardiola,0005 0005,Divendres,Dv,Laboral,2015,10,Octubre,9,20,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"4587897,68","432568,58"
2015S000782,9,Sant Andreu,60,Sant Andreu,276307,Recesvint,0022 0022,Dissabte,Ds,Laboral,2015,1,Gener,31,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4587916,64","432111,53"
2015S008962,9,Sant Andreu,60,Sant Andreu,86108,Concepción Arenal,0275 0275,Dijous,Dj,Laboral,2015,11,Novembre,26,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4587278,89","431935,49"
2015S006557,9,Sant Andreu,59,el Bon Pastor,214900,Mollerussa,0045 0045,Dilluns,Dl,Laboral,2015,8,Agost,31,20,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4587984,77","433711,03"
2015S005676,9,Sant Andreu,59,el Bon Pastor,195103,Mare Eterna,0044 0044,Dijous,Dj,Laboral,2015,7,Juliol,23,14,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Blanc,Desconegut,Desconegut,"4587540,94","433508,79"
2015S004241,10,Sant Martí,65,el Clot,115603,Espronceda,0309 0311,Dimecres,Dc,Laboral,2015,6,Juny,3,9,No és causa del  vianant,Bicicleta,Desconegut,GUOBEN,Gris,Desconegut,Desconegut,"4585268,94","432612,39"
2015S008774,10,Sant Martí,65,el Clot,105304,Dos de Maig,0192 0194,Divendres,Dv,Laboral,2015,11,Novembre,20,10,No és causa del  vianant,Bicicleta,Desconegut,BICING,Gris,Desconegut,Desconegut,"4584288,48","431926,12"
2015S006070,10,Sant Martí,73,la Verneda i la Pau,266405,Prim,0192 0194,Divendres,Dv,Laboral,2015,8,Agost,7,19,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"4586135,96","433697,47"
2015S009349,10,Sant Martí,71,Provençals del Poblenou,322608,Selva de Mar,0123U0123U,Dimecres,Dc,Laboral,2015,12,Desembre,9,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585033,46","433595,27"
2015S003097,10,Sant Martí,68,el Poblenou,346800,Poblenou,0044 0044,Divendres,Dv,Laboral,2015,4,Abril,24,5,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4583680,21","433466,39"
2015S000665,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0230 0238,Dimarts,Dm,Laboral,2015,1,Gener,27,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4584186,79","432465,15"
2015S004879,10,Sant Martí,67,la Vila Olímpica del Poblenou,44200,Bogatell,0067 0067,Dimecres,Dc,Laboral,2015,6,Juny,24,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582866,60","432497,16"
2015S002091,1,Ciutat Vella,1,el Raval,-1,Desconegut,Desconegut,Dijous,Dj,Laboral,2015,3,Març,19,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,-1,-1
2015S008163,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona,0005 0011,Divendres,Dv,Laboral,2015,10,Octubre,30,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580983,49","431112,73"
2015S008130,1,Ciutat Vella,1,el Raval,269200,Portal de Santa Madrona,0042 0042,Dijous,Dj,Laboral,2015,10,Octubre,29,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580932,34","430985,92"
2015S005401,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0025 0025,Dilluns,Dl,Laboral,2015,7,Juliol,13,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581927,05","431395,86"
2015S003680,1,Ciutat Vella,1,el Raval,67307,Carme,0036 0036,Dijous,Dj,Laboral,2015,5,Maig,14,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581713,30","430684,84"
2015S004948,1,Ciutat Vella,1,el Raval,183206,Lluna,0001 0001,Divendres,Dv,Laboral,2015,6,Juny,26,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581554,00","430399,32"
2015S000871,1,Ciutat Vella,2,el Barri Gòtic,278700,Rellotge,0003 0003,Dimecres,Dc,Laboral,2015,2,Febrer,4,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4581486,21","431295,39"
2015S005215,1,Ciutat Vella,3,la Barceloneta,354455,Escar,0007 0007,Dilluns,Dl,Laboral,2015,7,Juliol,6,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,B,9,"4580965,54","432163,79"
2015S000589,1,Ciutat Vella,3,la Barceloneta,211006,Miquel Boera,0002 0002,Dissabte,Ds,Laboral,2015,1,Gener,24,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581513,37","432525,77"
2015S001263,1,Ciutat Vella,2,el Barri Gòtic,269301,Portaferrissa,0005 0005,Dijous,Dj,Laboral,2015,2,Febrer,19,9,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581841,56","430884,61"
2015S005097,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",359109,Lluís Companys,0008 0008,Dijous,Dj,Laboral,2015,7,Juliol,2,21,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Verd,Desconegut,Desconegut,"4582555,38","431809,20"
2015S006366,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",175106,Jonqueres,0005 0005,Diumenge,Dg,Laboral,2015,8,Agost,23,6,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582371,70","431041,61"
2015S001216,2,Eixample,10,Sant Antoni,54509,Calàbria,0087 0087,Dimarts,Dm,Laboral,2015,2,Febrer,17,15,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581367,81","429510,88"
2015S004947,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0448 0448,Divendres,Dv,Laboral,2015,6,Juny,26,22,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581345,41","429392,30"
2015S004999,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0093 0093,Dilluns,Dl,Laboral,2015,6,Juny,29,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581459,90","429664,86"
2015S002225,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0170 0170,Dimarts,Dm,Laboral,2015,3,Març,24,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581816,61","430059,94"
2015S006770,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0016 0016,Dimarts,Dm,Laboral,2015,9,Setembre,8,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581680,63","428544,09"
2015S002530,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0094 0098,Dissabte,Ds,Laboral,2015,4,Abril,4,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582339,51","429022,61"
2015S002873,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria,0171 0173,Divendres,Dv,Laboral,2015,4,Abril,17,14,Altres,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581787,99","429100,81"
2015S006491,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0075B0075B,Divendres,Dv,Laboral,2015,8,Agost,28,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581829,70","429606,49"
2015S006491,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0075B0075B,Divendres,Dv,Laboral,2015,8,Agost,28,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581829,70","429606,49"
2015S008117,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0409 0409,Dijous,Dj,Laboral,2015,10,Octubre,29,7,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583161,88","429423,34"
2015S006212,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0038 0038,Divendres,Dv,Laboral,2015,8,Agost,14,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4581954,40","429903,92"
2015S009411,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació,0026 0026,Divendres,Dv,Laboral,2015,12,Desembre,11,10,No és causa del  vianant,Bicicleta,Desconegut,MAN,Vermell,Desconegut,Desconegut,"4581290,96","429099,22"
2015S009344,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença,0206 0208,Dimecres,Dc,Laboral,2015,12,Desembre,9,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582610,27","429491,01"
2015S009941,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0068 0068,Dimarts,Dm,Laboral,2015,12,Desembre,29,18,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581775,11","429710,58"
2015S000154,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0388 0388,Dijous,Dj,Laboral,2015,1,Gener,8,17,No és causa del  vianant,Bicicleta,Desconegut,DERBI,Negre,Desconegut,Desconegut,"4583825,14","430729,86"
2015S004065,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença,0202 0202,Dimarts,Dm,Laboral,2015,5,Maig,26,14,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut,"4582564,69","429449,57"
2015S009186,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0106 0106,Dijous,Dj,Laboral,2015,12,Desembre,3,9,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Verd,Desconegut,Desconegut,"4583667,47","430678,77"
2015S003136,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0106 0106,Dissabte,Ds,Laboral,2015,4,Abril,25,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4583667,47","430678,77"
2015S002708,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0356 0358,Diumenge,Dg,Laboral,2015,4,Abril,12,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583639,07","430538,79"
2015S002804,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0129 0129,Dimecres,Dc,Laboral,2015,4,Abril,15,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,Desconegut,"4583447,53","430469,17"
2015S009904,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0123 0123,Dilluns,Dl,Laboral,2015,12,Desembre,28,12,Creuar per fora pas de vianants,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583396,52","430518,91"
